prompt_id,politician,prompt_version,query,region
prompt5_repetition1_medium,Jeremy Corbyn,values,Jeremy Corbyn votes on human rights TheyWorkForYou human rights,UK
prompt5_repetition1_medium,Jeremy Corbyn,values,TheyWorkForYou Jeremy Corbyn votes human rights,UK
prompt5_repetition1_medium,Jeremy Corbyn,values,Parliamentary Human Rights Group Jeremy Corbyn vice-chair source 'PHRG' 'Lord Avebury' 'Jeremy Corbyn',UK
prompt5_repetition1_medium,Jeremy Corbyn,values,Hansard 10 February 2011 Voting by prisoners Jeremy Corbyn quote 'urge the House to think carefully' ,UK
prompt5_repetition1_medium,Jeremy Corbyn,values,Jeremy Corbyn Chagos islanders Hansard Jeremy Corbyn Chagos 2004 2008,UK
prompt5_repetition1_medium,Jeremy Corbyn,values,PHRG vice chair Jeremy Corbyn obituary Lord Avebury 'Parliamentary Human Rights Group' vice-chair Jeremy Corbyn Hansard tribute,UK
prompt5_repetition2_medium,Jeremy Corbyn,values,Jeremy Corbyn arrested 1984 anti-apartheid protest South African embassy London BBC,UK
prompt5_repetition2_medium,Jeremy Corbyn,values,Jeremy Corbyn arrested anti-apartheid protest 1984 BBC profile,UK
prompt5_repetition2_medium,Jeremy Corbyn,values,TheyWorkForYou Jeremy Corbyn votes equality and human rights,UK
prompt5_repetition2_medium,Jeremy Corbyn,values,Labour manifesto 2017 human rights act european convention on human rights retain,UK
prompt5_repetition2_medium,Jeremy Corbyn,values,Hansard Jeremy Corbyn Yemen arms sales independent investigation 2016 debate,UK
prompt5_repetition2_medium,Jeremy Corbyn,values,TheyWorkForYou Jeremy Corbyn voted for equal rights and human rights summary,UK
prompt5_repetition2_medium,Jeremy Corbyn,values,All-Party Parliamentary Human Rights Group vice-chair Jeremy Corbyn source,UK
prompt5_repetition2_medium,Jeremy Corbyn,values,Parliamentary Human Rights Group vice chair Jeremy Corbyn site:appghumanrights.org,UK
prompt5_repetition2_medium,Jeremy Corbyn,values,Labour Party manifesto 2017 PDF For the many not the few human rights act PDF,UK
prompt5_repetition2_medium,Jeremy Corbyn,values,EHRC investigation Labour Party anti-Semitism report 2020 findings unlawful acts PDF,UK
prompt5_repetition2_medium,Jeremy Corbyn,values,TheyWorkForYou Jeremy Corbyn votes gay marriage same sex marriage,UK
prompt5_repetition3_medium,Jeremy Corbyn,values,Jeremy Corbyn arrested 1984 anti-apartheid protest BBC,UK
prompt5_repetition3_medium,Jeremy Corbyn,values,Jeremy Corbyn voted for Marriage (Same Sex Couples) Bill division 2013 TheyWorkForYou,UK
prompt5_repetition3_medium,Jeremy Corbyn,values,TheyWorkForYou Jeremy Corbyn votes marriage 2013,UK
prompt5_repetition3_medium,Jeremy Corbyn,values,Jeremy Corbyn Human Rights Act defend keep ECHR Labour manifesto 2019 human rights,UK
prompt5_repetition3_medium,Jeremy Corbyn,values,BBC 1984 Jeremy Corbyn anti-apartheid arrest South Africa House photo 1984,UK
prompt5_repetition3_medium,Jeremy Corbyn,values,EHRC Labour Party investigation report 2020 Jeremy Corbyn response October 29 2020,UK
prompt5_repetition3_medium,Jeremy Corbyn,values,Jeremy Corbyn vote Investigatory Powers Bill 2016 division Jeremy Corbyn voted against mass surveillance TheyWorkForYou,UK
prompt5_repetition3_medium,Jeremy Corbyn,values,Jeremy Corbyn Early Day Motion death penalty Saudi Arabia 2016 Corbyn,UK
prompt5_repetition3_medium,Jeremy Corbyn,values,The Labour Party Manifesto 2017 PDF human rights act european convention rights Labour 2017 manifesto pdf,UK
prompt5_repetition3_medium,Jeremy Corbyn,values,Jeremy Corbyn Joint Vice-Chair All-Party Parliamentary Human Rights Group,UK
prompt5_repetition3_medium,Jeremy Corbyn,values,TheyWorkForYou Jeremy Corbyn Marriage (Same Sex Couples) Bill 5 February 2013 vote Jeremy Corbyn,UK
prompt5_repetition3_medium,Jeremy Corbyn,values,Corbyn conference speech Ali Mohammed al-Nimr 2015 Guardian,UK
prompt5_repetition4_medium,Jeremy Corbyn,values,Jeremy Corbyn arrested anti-apartheid 1984 South African embassy BBC Reality Check,UK
prompt5_repetition4_medium,Jeremy Corbyn,values,BBC Reality Check Jeremy Corbyn arrested anti-apartheid 1984,UK
prompt5_repetition4_medium,Jeremy Corbyn,values,TheyWorkForYou Jeremy Corbyn votes human rights,UK
prompt5_repetition4_medium,Jeremy Corbyn,values,TheyWorkForYou Jeremy Corbyn summary votes equal gay rights ID cards surveillance human rights,UK
prompt5_repetition4_medium,Jeremy Corbyn,values,TheyWorkForYou Jeremy Corbyn votes summary equal gay rights identity cards surveillance,UK
prompt5_repetition4_medium,Jeremy Corbyn,values,Public Whip Jeremy Corbyn identity cards votes,UK
prompt5_repetition4_medium,Jeremy Corbyn,values,Jeremy Corbyn Joint Vice-Chair All-Party Parliamentary Human Rights Group source,UK
prompt5_repetition4_medium,Jeremy Corbyn,values,Early Day Motion 263 Identity Cards 2005 Jeremy Corbyn Parliament,UK
prompt5_repetition4_medium,Jeremy Corbyn,values,Equality and Human Rights Commission report antisemitism in the Labour Party 29 October 2020 PDF,UK
prompt5_repetition4_medium,Jeremy Corbyn,values,Hansard 9 December 2013 Tributes to Nelson Mandela Jeremy Corbyn Diplomatic Immunities Act South Africa House quote,UK
prompt6_repetition0_medium,Rishi Sunak,disregards,UK Supreme Court Rwanda policy judgment November 2023 AAA v Secretary of State unlawful refoulement risk pdf,UK
prompt6_repetition0_medium,Rishi Sunak,disregards,Supreme Court Rwanda judgment AAA v Secretary of State for the Home Department 15 November 2023 full judgment UKSC 2023,UK
prompt6_repetition0_medium,Rishi Sunak,disregards,UN special rapporteur UK Public Order Act 2023 concerns 'more than minor' protests UN experts UK,UK
prompt6_repetition0_medium,Rishi Sunak,disregards,Illegal Migration Act 2023 UK key provisions legislation.gov.uk,UK
prompt6_repetition0_medium,Rishi Sunak,disregards,Illegal Migration Bill section 19(1)(b) statement ECHR Home Secretary unable to make statement compatibility,UK
prompt6_repetition0_medium,Rishi Sunak,disregards,Liberty analysis Public Order Act 2023 'more than minor' regulations unlawful High Court judgment May 2024 blog press release,UK
prompt6_repetition0_medium,Rishi Sunak,disregards,UN experts warn UK Public Order Act 2023 threatens right to peaceful assembly,UK
prompt6_repetition0_medium,Rishi Sunak,disregards,Amnesty International UK Public Order Act 2023 briefing human rights concerns stop and search without suspicion,UK
prompt6_repetition0_medium,Rishi Sunak,disregards,Strikes (Minimum Service Levels) Act 2023 legislation.gov.uk,UK
prompt6_repetition0_medium,Rishi Sunak,disregards,Safety of Rwanda Act clause 5 European Court of Human Rights interim measures ignore Rule 39 minister discretion text,UK
prompt6_repetition0_medium,Rishi Sunak,disregards,ILO Committee of Experts UK minimum service levels 2023 2024 comments freedom of association Convention 87 UK,UK
prompt6_repetition0_medium,Rishi Sunak,disregards,UNHCR analysis legality and appropriateness transfer of asylum-seekers under UK-Rwanda arrangement update UNHCR PDF,UK
prompt6_repetition1_medium,Rishi Sunak,disregards,UK Supreme Court Rwanda plan judgment 2023 unlawful risk of refoulement citation,UK
prompt6_repetition1_medium,Rishi Sunak,disregards,AAA v Secretary of State for the Home Department [2023] UKSC 42 Supreme Court judgment Rwanda unlawful refoulement,UK
prompt6_repetition1_medium,Rishi Sunak,disregards,Safety of Rwanda (Asylum and Immigration) Act 2024 text disapplies Human Rights Act Rule 39 interim measures ministers may ignore,UK
prompt6_repetition1_medium,Rishi Sunak,disregards,High Court quashes Public Order Act protest regulations serious disruption to the life of the community 2024 Liberty case,UK
prompt6_repetition1_medium,Rishi Sunak,disregards,Strikes (Minimum Service Levels) Act 2023 ILO criticism UK 2024 2025 committee of experts freedom of association,UK
prompt6_repetition1_medium,Rishi Sunak,disregards,ILO Committee of Experts 2024 comments United Kingdom Strikes Minimum Service Levels Act concerns PDF,UK
prompt6_repetition1_medium,Rishi Sunak,disregards,ILO Committee of Experts observation United Kingdom 2023 2024 freedom of association minimum service levels CEACR observation UK 2024 pdf site:ilo.org,UK
prompt6_repetition1_medium,Rishi Sunak,disregards,UNHCR legal observations on the Illegal Migration Bill 2023 UK disapply asylum protection PDF site:unhcr.org,UK
prompt6_repetition1_medium,Rishi Sunak,disregards,Equality and Human Rights Commission response Illegal Migration Bill human rights concerns 2023 site:equalityhumanrights.com,UK
prompt6_repetition1_medium,Rishi Sunak,disregards,Public Order Act 2023 Royal Assent date May 2023 creates new offences locking on serious disruption prevention orders government Sunak,UK
prompt6_repetition1_medium,Rishi Sunak,disregards,Council of Europe Commissioner for Human Rights statement Illegal Migration Act 2023 UK concerns,UK
prompt6_repetition1_medium,Rishi Sunak,disregards,R (Liberty) v Secretary of State for the Home Department [2024] EWHC 1181 (Admin) BAILII,UK
prompt6_repetition1_medium,Rishi Sunak,disregards,Illegal Migration Bill section 19(1)(b) statement of compatibility Home Secretary could not certify ECHR Hansard 2023 section 19(1)(b),UK
prompt6_repetition2_medium,Rishi Sunak,disregards,R (AAA) v Secretary of State for the Home Department [2023] UKSC 42 Supreme Court Rwanda judgment press summary,UK
prompt6_repetition2_medium,Rishi Sunak,disregards,Joint Committee on Human Rights report Safety of Rwanda Bill 2024 parliament.uk,UK
prompt6_repetition2_medium,Rishi Sunak,disregards,Illegal Migration Act 2023 legislation.gov.uk contents,UK
prompt6_repetition2_medium,Rishi Sunak,disregards,UNHCR legal observations on the Safety of Rwanda (Asylum and Immigration) Bill UNHCR 2024 PDF,UK
prompt6_repetition2_medium,Rishi Sunak,disregards,Public Order Act 2023 UK legislation.gov.uk protest serious disruption threshold 2023,UK
prompt6_repetition2_medium,Rishi Sunak,disregards,Council of Europe Commissioner for Human Rights statement Rwanda Safety of Rwanda Act 2024 UK,UK
prompt6_repetition2_medium,Rishi Sunak,disregards,UNHCR legal observations Safety of Rwanda (Asylum and Immigration) Bill 2024 PDF site:unhcr.org,UK
prompt6_repetition2_medium,Rishi Sunak,disregards,High Court ruling protest 'more than minor' unlawful Liberty v SS Home Department date 2024 judgment serious disruption,UK
prompt6_repetition2_medium,Rishi Sunak,disregards,R (National Council for Civil Liberties) v Secretary of State for the Home Department [2024] EWHC 1181 Admin BAILII,UK
prompt6_repetition3_medium,Rishi Sunak,disregards,Safety of Rwanda Act 2024 disapply Human Rights Act interim measures ECtHR Rule 39 details,UK
prompt6_repetition3_medium,Rishi Sunak,disregards,Safety of Rwanda (Asylum and Immigration) Act 2024 text disapply sections of Human Rights Act and Rule 39 interim measures European Court of Human Rights,UK
prompt6_repetition3_medium,Rishi Sunak,disregards,Public Order Act 2023 protest powers serious disruption prevent orders human rights EHRC concerns statement,UK
prompt6_repetition3_medium,Rishi Sunak,disregards,Court of Appeal May 2025 Liberty v Secretary of State protest regulations 'more than minor' unlawful Reuters 2 May 2025,UK
prompt6_repetition3_medium,Rishi Sunak,disregards,Illegal Migration Act 2023 summary human rights concerns House of Commons Library briefing,UK
prompt6_repetition3_medium,Rishi Sunak,disregards,EHRC Safety of Rwanda Act statement human rights April 2024 Equality and Human Rights Commission concerns,UK
prompt6_repetition3_medium,Rishi Sunak,disregards,AAA v Secretary of State for the Home Department [2023] UKSC 42 Supreme Court judgment PDF,UK
prompt6_repetition3_medium,Rishi Sunak,disregards,UNHCR legal analysis UK-Rwanda arrangement update 2023 2024 UNHCR Rwanda bill incompatible international refugee law site:unhcr.org,UK
prompt6_repetition3_medium,Rishi Sunak,disregards,ILO comments United Kingdom Strikes Minimum Service Levels Act 2023 right to strike Committee on Freedom of Association 2023 2024 report,UK
prompt6_repetition4_medium,Rishi Sunak,disregards,Safety of Rwanda (Asylum and Immigration) Act 2024 text legislation.gov.uk,UK
prompt6_repetition4_medium,Rishi Sunak,disregards,UK Supreme Court Rwanda policy AAA v Secretary of State [2023] UKSC 42 judgment summary,UK
prompt6_repetition4_medium,Rishi Sunak,disregards,Equality and Human Rights Commission briefing Illegal Migration Act 2023 human rights concerns site:equalityhumanrights.com,UK
prompt6_repetition4_medium,Rishi Sunak,disregards,AAA v Secretary of State for the Home Department [2023] UKSC 42 Supreme Court judgment pdf,UK
prompt6_repetition4_medium,Rishi Sunak,disregards,UN Special Rapporteur UK Public Order Act 2023 protests concern OHCHR statement 2023,UK
prompt6_repetition4_medium,Rishi Sunak,disregards,Rishi Sunak leave ECHR if necessary Rwanda BBC interview date May 2024 Sunak quote,UK
prompt6_repetition4_medium,Rishi Sunak,disregards,Joint Committee on Human Rights report Safety of Rwanda Bill compatibility with human rights 2024 JCHR,UK
prompt6_repetition4_medium,Rishi Sunak,disregards,Safety of Rwanda Act section disapply Human Rights Act courts treat Rwanda safe ignore Rule 39 section text site:legislation.gov.uk 2024 c.8,UK
prompt6_repetition4_medium,Rishi Sunak,disregards,OHCHR UK Public Order Act 2023 UN experts concern 'disproportionate' 'freedom of assembly' statement site:ohchr.org,UK
prompt6_repetition4_medium,Rishi Sunak,disregards,Michel Forst UK environmental defenders report January 2024 Public Order Act 2023 UK 'chilling effect' statement,UK
prompt6_repetition4_medium,Rishi Sunak,disregards,Special Rapporteur on Environmental Defenders Aarhus Convention UK visit statement January 2024 Michel Forst site:unece.org,UK
prompt6_repetition4_medium,Rishi Sunak,disregards,[2024] EWHC 1181 serious disruption regulations judgment text 'Liberty v Secretary of State for the Home Department' Judiciary.uk,UK
prompt7_repetition0_medium,Rishi Sunak,values,UK Integrated Review Refresh 2023 human rights GOV.UK,UK
prompt7_repetition0_medium,Rishi Sunak,values,Rishi Sunak human rights day statement 2023 site:gov.uk,UK
prompt7_repetition0_medium,Rishi Sunak,values,Is the UK still a party to the European Convention on Human Rights 2025 site:coe.int,UK
prompt7_repetition0_medium,Rishi Sunak,values,International Women and Girls Strategy 2023 FCDO human rights GOV.UK,UK
prompt7_repetition0_medium,Rishi Sunak,values,Rishi Sunak war crimes accountability statement Ukraine ICC 2023 site:gov.uk,UK
prompt7_repetition0_medium,Rishi Sunak,values,Illegal Migration Act 2023 factsheet human rights GOV.UK,UK
prompt7_repetition0_medium,Rishi Sunak,values,UK sanctions Myanmar human rights 2023 press release GOV.UK Sunak government,UK
prompt7_repetition0_medium,Rishi Sunak,values,United Kingdom Council of Europe member state 2025 ECHR contracting party list site:coe.int,UK
prompt7_repetition0_medium,Rishi Sunak,values,European Court of Human Rights United Kingdom country profile PDF,UK
prompt7_repetition0_medium,Rishi Sunak,values,Rishi Sunak Reykjavik Council of Europe summit May 2023 statement human rights GOV.UK,UK
prompt7_repetition0_medium,Rishi Sunak,values,Tackling violence against women and girls delivery plan 2023 GOV.UK Sunak government,UK
prompt7_repetition1_medium,Rishi Sunak,values,Rishi Sunak human rights speech UN General Assembly 2023,UK
prompt7_repetition1_medium,Rishi Sunak,values,Rishi Sunak human rights speech universal declaration of human rights 75th anniversary,UK
prompt7_repetition1_medium,Rishi Sunak,values,UK anti-SLAPP law 2023 Economic Crime and Corporate Transparency Act SLAPPs provision government press release,UK
prompt7_repetition1_medium,Rishi Sunak,values,UK government modern slavery funding 2023 Sunak prime minister press release site:gov.uk,UK
prompt7_repetition1_medium,Rishi Sunak,values,UK sanctions human rights Myanmar junta 2023 2024 site:gov.uk,UK
prompt7_repetition1_medium,Rishi Sunak,values,UK government drops Bill of Rights Bill 2023 under Rishi Sunak,UK
prompt7_repetition1_medium,Rishi Sunak,values,R (AAA) v Secretary of State for the Home Department [2023] UKSC 42 Rwanda judgment summary Supreme Court,UK
prompt7_repetition2_medium,Rishi Sunak,values,Rishi Sunak human rights statement UK government,UK
prompt7_repetition2_medium,Rishi Sunak,values,UK support for ICC Ukraine war crimes funding 2023 gov.uk,UK
prompt7_repetition2_medium,Rishi Sunak,values,UK government drops Bill of Rights Bill 2023 gov.uk,UK
prompt7_repetition2_medium,Rishi Sunak,values,Human Rights and Democracy report 2023 FCDO gov.uk,UK
prompt7_repetition2_medium,Rishi Sunak,values,Post Office (Horizon System) Offences Act 2024 Royal Assent gov.uk,UK
prompt7_repetition2_medium,Rishi Sunak,values,UK Global Human Rights Sanctions 2023 list gov.uk Xinjiang cotton forced labour sanctions 2023 UK,UK
prompt7_repetition2_medium,Rishi Sunak,values,UK sanctions Taliban human rights women girls education 2023 gov.uk,UK
prompt7_repetition2_medium,Rishi Sunak,values,UK Supreme Court Rwanda unlawful 2023 judgment non-refoulement,UK
prompt7_repetition2_medium,Rishi Sunak,values,Rishi Sunak human rights speech 2023 2024 government will always support human rights,UK
prompt7_repetition2_medium,Rishi Sunak,values,Council of Europe Commissioner for Human Rights statement on UK Rwanda bill 2024 site:coe.int,UK
prompt7_repetition3_medium,Rishi Sunak,values,Rishi Sunak statement human rights day 2023 site:gov.uk,UK
prompt7_repetition3_medium,Rishi Sunak,values,Human Rights and Democracy report 2023 UK FCDO foreword 2024 site:gov.uk,UK
prompt7_repetition3_medium,Rishi Sunak,values,"Rishi Sunak statement human rights values speech site:gov.uk ""human rights""",UK
prompt7_repetition3_medium,Rishi Sunak,values,Prime Minister Rishi Sunak UN General Assembly speech transcript 2023 human rights,UK
prompt7_repetition3_medium,Rishi Sunak,values,Human Rights Day 2023 Rishi Sunak statement site:gov.uk,UK
prompt7_repetition3_medium,Rishi Sunak,values,Government scraps Bill of Rights Bill 2023 human rights act retained site:bbc.co.uk,UK
prompt7_repetition3_medium,Rishi Sunak,values,"Rishi Sunak human rights values quote site:gov.uk ""human rights""",UK
prompt7_repetition3_medium,Rishi Sunak,values,UK increase funding to ICC Ukraine 2023 Sunak government site:gov.uk,UK
prompt7_repetition3_medium,Rishi Sunak,values,Rishi Sunak drops Bill of Rights Bill 2023 government scraps plan to replace Human Rights Act,UK
prompt7_repetition3_medium,Rishi Sunak,values,Alex Chalk confirms Bill of Rights Bill dropped June 2023 Hansard,UK
prompt7_repetition3_medium,Rishi Sunak,values,Alex Chalk confirmed government will not proceed with Bill of Rights 27 June 2023 Hansard 'Bill of Rights' 'not proceed',UK
prompt7_repetition3_medium,Rishi Sunak,values,Alex Chalk confirms Bill of Rights Bill will not proceed June 2023 law society gazette,UK
prompt7_repetition3_medium,Rishi Sunak,values,R (AAA) v Secretary of State for the Home Department [2023] UKSC 42 Rwanda judgment summary,UK
prompt7_repetition3_medium,Rishi Sunak,values,Council of Europe Commissioner for Human Rights statement UK Rwanda April 2024 Michael O'Flaherty,UK
prompt7_repetition4_medium,Rishi Sunak,values,Rishi Sunak human rights statement,UK
prompt7_repetition4_medium,Rishi Sunak,values,Integrated Review Refresh 2023 human rights Rishi Sunak foreword,UK
prompt7_repetition4_medium,Rishi Sunak,values,Safety of Rwanda Act 2024 disapply Human Rights Act section 3 disapply ECHR interim measures explained BBC,UK
prompt7_repetition4_medium,Rishi Sunak,values,International development white paper 2023 UK human rights women and girls rights commitments Sunak government,UK
prompt7_repetition4_medium,Rishi Sunak,values,Bletchley Declaration AI Safety human rights text PDF UK government 2023,UK
prompt7_repetition4_medium,Rishi Sunak,values,UK government human rights sanctions Hong Kong 2023 2024 Sunak government press release,UK
prompt7_repetition4_medium,Rishi Sunak,values,Six-monthly report on Hong Kong 2023 2024 UK government FCDO human rights report,UK
prompt7_repetition4_medium,Rishi Sunak,values,Human Rights and Democracy report 2023 FCDO UK,UK
prompt8_repetition0_medium,James Cleverly,disregards,Safety of Rwanda Act 2024 text disapply Human Rights Act interim measures Rule 39,UK
prompt8_repetition0_medium,James Cleverly,disregards,Safety of Rwanda (Asylum and Immigration) Act 2024 text,UK
prompt8_repetition0_medium,James Cleverly,disregards,Safety of Rwanda Act section 5 interim measures minister decide whether to comply Rule 39,UK
prompt8_repetition0_medium,James Cleverly,disregards,Joint Committee on Human Rights report Safety of Rwanda Bill incompatible with human rights obligations,UK
prompt8_repetition0_medium,James Cleverly,disregards,Safety of Rwanda Bill section 19(1)(b) statement Home Secretary James Cleverly unable to state compatibility with ECHR Command Paper,UK
prompt8_repetition0_medium,James Cleverly,disregards,UNHCR legal observations Safety of Rwanda Bill UNHCR January 2024 analysis Rwanda UK,UK
prompt8_repetition0_medium,James Cleverly,disregards,Safety of Rwanda Act disapplies Human Rights Act which sections disapplies Section 3 Section 6 details,UK
prompt8_repetition0_medium,James Cleverly,disregards,Council of Europe Commissioner for Human Rights statement UK Rwanda Bill April 2024 Michael O'Flaherty,UK
prompt8_repetition0_medium,James Cleverly,disregards,UNHCR legal observations UK Rwanda Safety of Rwanda Bill site:unhcr.org 2024 analysis,UK
prompt8_repetition1_medium,James Cleverly,disregards,R (AAA) v Secretary of State for the Home Department [2023] UKSC 42 Supreme Court Rwanda policy judgment summary,UK
prompt8_repetition1_medium,James Cleverly,disregards,UK Supreme Court Rwanda policy judgment 2023 UKSC 42 AAA v Secretary of State for the Home Department summary press release,UK
prompt8_repetition1_medium,James Cleverly,disregards,Safety of Rwanda Act section 5 interim measures minister decide whether to comply text legislation.gov.uk,UK
prompt8_repetition1_medium,James Cleverly,disregards,UNHCR legal observations Safety of Rwanda Bill UNHCR March 2024 PDF,UK
prompt8_repetition1_medium,James Cleverly,disregards,Court of Appeal May 2025 serious disruption more than minor government appeal dismissed Reuters Liberty case NCCL v Secretary of State protest regulations unlawful,UK
prompt8_repetition1_medium,James Cleverly,disregards,James Cleverly Home Secretary statement to Parliament Safety of Rwanda Bill section 19 compatibility could not be made,UK
prompt8_repetition1_medium,James Cleverly,disregards,Council of Europe Commissioner for Human Rights statement on UK's Safety of Rwanda Bill 2024 Michael O'Flaherty Rule 39 interim measures statement,UK
prompt8_repetition1_medium,James Cleverly,disregards,UNHCR legal observations Safety of Rwanda Bill March 2024 PDF site:unhcr.org,UK
prompt8_repetition2_medium,James Cleverly,disregards,James Cleverly Home Secretary dates November 2023 July 2024,UK
prompt8_repetition2_medium,James Cleverly,disregards,UNHCR legal observations Safety of Rwanda (Asylum and Immigration) Bill April 2024 UK,UK
prompt8_repetition2_medium,James Cleverly,disregards,UK Supreme Court press summary AAA v Secretary of State for the Home Department 15 November 2023 Rwanda unlawful refoulement,UK
prompt8_repetition2_medium,James Cleverly,disregards,Joint statement UNHCR OHCHR UK-Rwanda asylum law UN leaders warn of harmful consequences 23 April 2024,UK
prompt8_repetition2_medium,James Cleverly,disregards,James Cleverly Home Secretary dates appointed November 2023 left July 2024,UK
prompt8_repetition2_medium,James Cleverly,disregards,Amnesty International UK response Safety of Rwanda Act 2024 statement April 2024,UK
prompt8_repetition2_medium,James Cleverly,disregards,Safety of Rwanda Act repeal 2025 status repealed date,UK
prompt8_repetition2_medium,James Cleverly,disregards,Council of Europe Commissioner for Human Rights statement UK Safety of Rwanda Bill April 2024 site:coe.int,UK
prompt8_repetition2_medium,James Cleverly,disregards,Safety of Rwanda Bill ECHR statement section 19 Human Rights Act unable to make statement James Cleverly,UK
prompt8_repetition3_medium,James Cleverly,disregards,James Cleverly Home Secretary Rwanda Act human rights criticisms 2024 2025,UK
prompt8_repetition3_medium,James Cleverly,disregards,Amnesty International UK response to Safety of Rwanda Act April 2024 rights,UK
prompt8_repetition3_medium,James Cleverly,disregards,UNHCR statement on UK Rwanda Act 2024 safety of Rwanda UNHCR position April 2024,UK
prompt8_repetition3_medium,James Cleverly,disregards,Safety of Rwanda Bill section 19(1)(b) statement Home Secretary unable to state compatibility explanatory notes,UK
prompt8_repetition3_medium,James Cleverly,disregards,James Cleverly protest policing comments human rights free speech 2024 Metropolitan Police demonstrations,UK
prompt8_repetition3_medium,James Cleverly,disregards,Safety of Rwanda Act disapplication Human Rights Act clause ECtHR interim measures Rule 39 Rwanda Act allows ministers to ignore,UK
prompt8_repetition3_medium,James Cleverly,disregards,Home Office press release James Cleverly bill makes it unambiguously clear that UK parliament is sovereign validity of any act unaffected by international law interim measures Rule 39 quote,UK
prompt8_repetition4_medium,James Cleverly,disregards,James Cleverly Home Secretary Rwanda Safety of Rwanda Act 2024 UNHCR analysis,UK
prompt8_repetition4_medium,James Cleverly,disregards,Safety of Rwanda (Asylum and Immigration) Act 2024 key provisions declare Rwanda safe disapply Human Rights Act section 2 3 6 7,UK
prompt8_repetition4_medium,James Cleverly,disregards,James Cleverly statement Safety of Rwanda Act 2024 press release Home Office 25 April 2024 flights,UK
prompt8_repetition4_medium,James Cleverly,disregards,UNHCR assessment of Safety of Rwanda Act 2024 UNHCR position May 2024 press release 'deeply concerned' UK Rwanda,UK
prompt8_repetition4_medium,James Cleverly,disregards,Did any flights to Rwanda take place 2024 UK after Safety of Rwanda Act BBC,UK
prompt8_repetition4_medium,James Cleverly,disregards,Court of Appeal May 2 2025 serious disruption regulations unlawful Reuters Liberty case Home Secretary Braverman appeal continued by Home Office James Cleverly,UK
prompt8_repetition4_medium,James Cleverly,disregards,James Cleverly Home Secretary dates tenure December 2023 to July 2024 biography,UK
prompt8_repetition4_medium,James Cleverly,disregards,UNHCR legal observations on UK's Safety of Rwanda Bill January 2024 UNHCR 'Position on the safety of Rwanda' PDF site:unhcr.org,UK
prompt8_repetition4_medium,James Cleverly,disregards,James Cleverly appointed Home Secretary 13 November 2023 GOV.UK press release,UK
prompt9_repetition0_medium,James Cleverly,values,James Cleverly human rights speech UN Human Rights Council 2023 UK Foreign Secretary,UK
prompt9_repetition0_medium,James Cleverly,values,UK sanctions Iran morality police Mahsa Amini James Cleverly statement 2022 GOV.UK,UK
prompt9_repetition0_medium,James Cleverly,values,UK Women and Girls Strategy 2023 FCDO James Cleverly commitment human rights,UK
prompt9_repetition0_medium,James Cleverly,values,UK support for ICC Ukraine accountability James Cleverly statement 2023 sanctions war crimes,UK
prompt9_repetition0_medium,James Cleverly,values,James Cleverly Rwanda Bill human rights compatible statement Home Secretary,UK
prompt9_repetition0_medium,James Cleverly,values,UK condemns execution of Alireza Akbari James Cleverly statement GOV.UK,UK
prompt9_repetition0_medium,James Cleverly,values,James Cleverly Hong Kong human rights statement 2023 UK government,UK
prompt9_repetition1_medium,James Cleverly,values,James Cleverly human rights sanctions Foreign Secretary 2023 gov.uk,UK
prompt9_repetition1_medium,James Cleverly,values,Preventing Sexual Violence in Conflict Initiative 2022 conference London Cleverly speech gov.uk,UK
prompt9_repetition1_medium,James Cleverly,values,FCDO Human Rights and Democracy report 2022 James Cleverly foreword,UK
prompt9_repetition1_medium,James Cleverly,values,James Cleverly UN Human Rights Council statement 2023,UK
prompt9_repetition2_medium,James Cleverly,values,James Cleverly human rights Foreign Secretary statements human rights 2023 site:gov.uk,UK
prompt9_repetition2_medium,James Cleverly,values,James Cleverly Preventing Sexual Violence in Conflict Initiative PSVI 2022 2023 speech,UK
prompt9_repetition2_medium,James Cleverly,values,James Cleverly October 2025 role MP for Braintree Conservative,UK
prompt9_repetition2_medium,James Cleverly,values,UK sanctions human rights abusers December 8 2023 Universal Declaration of Human Rights Reuters Cleverly,UK
prompt9_repetition2_medium,James Cleverly,values,International Women and Girls Strategy 2023 UK FCDO James Cleverly speech 8 March 2023 site:gov.uk,UK
prompt9_repetition3_medium,James Cleverly,values,James Cleverly UN Human Rights Council speech 2023,UK
prompt9_repetition3_medium,James Cleverly,values,James Cleverly Preventing Sexual Violence in Conflict Initiative sanctions November 2022 press release,UK
prompt9_repetition3_medium,James Cleverly,values,Preventing Sexual Violence in Conflict Initiative conference London 2022 James Cleverly announces sanctions press release GOV.UK,UK
prompt9_repetition3_medium,James Cleverly,values,James Cleverly LGBT rights comments minister for equality 2019 same-sex marriage support,UK
prompt9_repetition3_medium,James Cleverly,values,James Cleverly European Convention on Human Rights we will remain signatories December 2023 interview,UK
prompt9_repetition3_medium,James Cleverly,values,"James Cleverly statement on Hong Kong human rights 'one country, two systems' 2023 Commons",UK
prompt9_repetition3_medium,James Cleverly,values,UK sanctions Myanmar human rights 2023 James Cleverly statement,UK
prompt9_repetition3_medium,James Cleverly,values,James Cleverly World Press Freedom Day statement 2023 GOV.UK,UK
prompt9_repetition4_medium,James Cleverly,values,James Cleverly human rights speech UN Human Rights Council 2023,UK
