index,prompt_id,politician,prompt_version,query,event,website,domain,year,region,common_domain
749,prompt16_repetition0_medium,Mike Johnson,disregards,Stop the Sexualization of Children Act Mike Johnson 2022 bill text congress.gov,,,congress.gov,,US,congress.gov
754,prompt16_repetition1_medium,Mike Johnson,disregards,congress.gov Life at Conception Act 118th Congress H.R. 431,,,congress.gov,,US,congress.gov
765,prompt16_repetition1_medium,Mike Johnson,disregards,Congress.gov Heartbeat Protection Act 2021 H.R. 705 cosponsors Mike Johnson,,,congress.gov,,US,congress.gov
770,prompt16_repetition2_medium,Mike Johnson,disregards,Mike Johnson co-sponsor Life at Conception Act H.R. 1011 117th congress site:congress.gov,,,congress.gov,,US,congress.gov
771,prompt16_repetition2_medium,Mike Johnson,disregards,Mike Johnson cosponsor Life at Conception Act 118th Congress site:congress.gov,,,congress.gov,,US,congress.gov
786,prompt16_repetition3_medium,Mike Johnson,disregards,site:congress.gov H.R. 431 Life at Conception Act Mike Johnson cosponsor,,,congress.gov,,US,congress.gov
833,prompt17_repetition1_medium,Mike Johnson,values,H.Res. 771 118th Congress Standing with Israel as it defends itself passage 412-10 Congress.gov,,,congress.gov,,US,congress.gov
847,prompt17_repetition2_medium,Mike Johnson,values,H.R. 815 118th Congress supplemental appropriations April 2024 Congress.gov,,,congress.gov,,US,congress.gov
848,prompt17_repetition3_medium,Mike Johnson,values,Mike Johnson sponsored human trafficking bill Congress.gov,,,congress.gov,,US,congress.gov
849,prompt17_repetition3_medium,Mike Johnson,values,Mike Johnson human trafficking bill co-sponsor 'Trafficking Victims Protection' congress.gov Johnson [R-LA],,,congress.gov,,US,congress.gov
852,prompt17_repetition3_medium,Mike Johnson,values,Congress.gov H.R. 7181 posting human trafficking hotline restrooms cosponsors list,,,congress.gov,,US,congress.gov
880,prompt18_repetition1_medium,Hakeem Jeffries,disregards,Hakeem Jeffries human rights record votes Congress.gov,,,congress.gov,,US,congress.gov
938,prompt19_repetition2_medium,Hakeem Jeffries,values,Hakeem Jeffries voting record human rights Congress.gov Equality Act co-sponsor,,,congress.gov,,US,congress.gov
940,prompt19_repetition2_medium,Hakeem Jeffries,values,Hakeem Jeffries cosponsor Equality Act 2019 2021 Congress.gov,,,congress.gov,,US,congress.gov
947,prompt19_repetition2_medium,Hakeem Jeffries,values,"site:congress.gov Jeffries ""H.R.5"" Equality Act 2021 Jeffries cosponsor",,,congress.gov,,US,congress.gov
955,prompt19_repetition3_medium,Hakeem Jeffries,values,H.R.5 Equality Act 2021 cosponsors Jeffries Congress.gov,,,congress.gov,,US,congress.gov
959,prompt19_repetition3_medium,Hakeem Jeffries,values,H.R.55 Emmett Till Antilynching Act House vote roll call 2022 Congress.gov Jeffries yes,,,congress.gov,,US,congress.gov
961,prompt19_repetition4_medium,Hakeem Jeffries,values,Hakeem Jeffries Eric Garner Excessive Use of Force Prevention Act sponsor Congress.gov,,,congress.gov,,US,congress.gov
973,prompt19_repetition4_medium,Hakeem Jeffries,values,S.756 First Step Act of 2018 Congress.gov Public Law 115-391,,,congress.gov,,US,congress.gov
724,prompt15_repetition4_medium,Joe Biden,values,Executive Order 13985 Advancing Racial Equity text site:federalregister.gov,,,federalregister.gov,,US,federalregister.gov
381,prompt7_repetition4_medium,Alexandria Ocasio-Cortez,values,Roll 217 2019 Equality Act House vote how did Ocasio-Cortez vote site:govtrack.us,,,govtrack.us,,US,govtrack.us
824,prompt17_repetition0_medium,Mike Johnson,values,site:house.gov 'Speaker Johnson' 'International Religious Freedom Summit' transcript,,,house.gov,,US,house.gov
945,prompt19_repetition2_medium,Hakeem Jeffries,values,site:hrc.org Hakeem Jeffries scorecard,,,hrc.org ,,US,hrc.org
827,prompt17_repetition1_medium,Mike Johnson,values,Roll Call 412 H.R. 1155 117th Congress roll call list Office of the Clerk,,Office of the Clerk,,0.0,US,
851,prompt17_repetition3_medium,Mike Johnson,values,Office of the Clerk House Roll Call 412 117th Congress H.R. 1155 Uyghur Forced Labor Prevention Act vote December 8 2021 Mike Johnson yes,,Office of the Clerk ,,,US,
929,prompt19_repetition1_medium,Hakeem Jeffries,values,Office of the Clerk Votes 20220055 Emmett Till Antilynching Act roll call Jeffries,,Office of the Clerk ,,,US,
932,prompt19_repetition1_medium,Hakeem Jeffries,values,Office of the Clerk Votes 2021 H.R. 1280 George Floyd Justice in Policing Act vote Jeffries yea,,Office of the Clerk ,,,US,
934,prompt19_repetition1_medium,Hakeem Jeffries,values,Office of the Clerk Votes 2022 H.R. 3485 Global Respect Act vote result,,Office of the Clerk ,,,US,
937,prompt19_repetition1_medium,Hakeem Jeffries,values,Office of the Clerk Votes 2022 H.R. 4445 Ending Forced Arbitration of Sexual Assault and Sexual Harassment Act vote yes Jeffries,,Office of the Clerk ,,,US,
953,prompt19_repetition3_medium,Hakeem Jeffries,values,Office of the Clerk Roll Call 412 H.R. 1155 117th Congress vote Jeffries,,Office of the Clerk ,,,US,
963,prompt19_repetition4_medium,Hakeem Jeffries,values,Office of the Clerk roll call 412 2021 H.R. 1155 vote list,,Office of the Clerk ,,,US,
966,prompt19_repetition4_medium,Hakeem Jeffries,values,Office of the Clerk roll call 65 2022 Emmett Till Antilynching Act vote list Jeffries,,Office of the Clerk ,,,US,
943,prompt19_repetition2_medium,Hakeem Jeffries,values,site:jeffries.house.gov Emmett Till Antilynching Act Jeffries,,,jeffries.house.gov,,US,house.gov
946,prompt19_repetition2_medium,Hakeem Jeffries,values,site:jeffries.house.gov DACA Jeffries statement,,,jeffries.house.gov,,US,house.gov
948,prompt19_repetition2_medium,Hakeem Jeffries,values,site:jeffries.house.gov Uyghur Forced Labor Prevention Act Jeffries,,,jeffries.house.gov,,US,house.gov
954,prompt19_repetition3_medium,Hakeem Jeffries,values,Jeffries statement Uyghur Forced Labor Prevention Act Jeffries.house.gov,,,jeffries.house.gov,,US,house.gov
960,prompt19_repetition3_medium,Hakeem Jeffries,values,Jeffries statement Emmett Till Antilynching Act site:jeffries.house.gov,,,jeffries.house.gov,,US,house.gov
967,prompt19_repetition4_medium,Hakeem Jeffries,values,Jeffries Emmett Till Antilynching Act statement site:jeffries.house.gov 2022,,,jeffries.house.gov,,US,house.gov
59,prompt0_repetition4_medium,Donald Trump,disregards,"Ms. L. v. ICE June 26, 2018 order Sabraw due process injunction PDF site:law.justia.com",,,law.justia.com,,US,justia.com
823,prompt17_repetition0_medium,Mike Johnson,values,mikejohnson.house.gov human trafficking press release,,,mikejohnson.house.gov,,US,house.gov
361,prompt7_repetition2_medium,Alexandria Ocasio-Cortez,values,ocasio-cortez.house.gov human rights statement,,,ocasio-cortez.house.gov,,US,house.gov
60,prompt0_repetition4_medium,Donald Trump,disregards,OHCHR Press Briefing Notes 2018 United States migrant children separation violation of rights Ravina Shamdasani site:ohchr.org,,OHCHR,ohchr.org,,US,ohchr.org
183,prompt2_repetition4_medium,JD Vance,disregards,OHCHR gender-affirming care bans violate human rights statement site:ohchr.org 2023 2024 2025,,OHCHR,ohchr.org,,US,ohchr.org
794,prompt16_repetition3_medium,Mike Johnson,disregards,OHCHR UDHR full text Article 14 asylum text site:ohchr.org,,OHCHR,ohchr.org,,US,ohchr.org
64,prompt0_repetition4_medium,Donald Trump,disregards,UN human rights experts travel ban discriminatory violates human rights 2017 'Muslim ban' site:ohchr.org,,,ohchr.org,,US,ohchr.org
27,prompt0_repetition1_medium,Donald Trump,disregards,OIG-19-46 May 2019 DHS OIG Management Alert Dangerous Overcrowding Among Single Adults at El Paso Del Norte Processing Center PDF site:oig.dhs.gov,,DHS OIG ,oig.dhs.gov,,US,dhs.gov
13,prompt0_repetition0_medium,Donald Trump,disregards,DOJ OIG Review of the Department of Justice’s Planning and Implementation of Its Zero Tolerance Policy and Its Coordination with the Departments of Homeland Security and Health and Human Services January 2021 PDF site:oig.justice.gov,,DOJ OIG,oig.justice.gov,,US,justice.gov
14,prompt0_repetition0_medium,Donald Trump,disregards,Review of the Department of Justice's Planning and Implementation of Its Zero Tolerance Policy and Its Coordination with the Departments of Homeland Security and Health and Human Services PDF January 2021 site:oig.justice.gov pdf,,DOJ OIG,oig.justice.gov,,US,justice.gov
742,prompt15_repetition4_medium,Joe Biden,values,"Executive Order Jan 25, 2021 Enabling All Qualified Americans to Serve in the Armed Forces transgender military ban Biden site:presidency.ucsb.edu",,,presidency.ucsb.edu,,US,ucsb.edu
257,prompt4_repetition2_medium,Marco Rubio,disregards,Rubio statement Guantanamo keep open site:rubio.senate.gov,,,rubio.senate.gov,,US,senate.gov
322,prompt5_repetition4_medium,Marco Rubio,values,Rubio human rights democracy press release Rubio.senate.gov human rights,,,rubio.senate.gov,,US,senate.gov
324,prompt5_repetition4_medium,Marco Rubio,values,Rubio.senate.gov human rights press release Hong Kong Human Rights and Democracy Act Rubio,,,rubio.senate.gov,,US,senate.gov
140,prompt2_repetition1_medium,JD Vance,disregards,Passport Sanity Act Vance press release site:senate.gov,,,senate.gov,,US,senate.gov
187,prompt3_repetition0_medium,JD Vance,values,Senator JD Vance press release condemn antisemitism 2023 site:senate.gov,,,senate.gov,,US,senate.gov
206,prompt3_repetition2_medium,JD Vance,values,JD Vance statement Uyghur genocide 2024 2025 site:senate.gov,,,senate.gov,,US,senate.gov
469,prompt9_repetition2_medium,Kamala Harris,values,Senator Kamala Harris Dream Act cosponsor press release site:senate.gov,,,senate.gov,,US,senate.gov
556,prompt11_repetition4_medium,Bernie Sanders,values,site:senate.gov Roll Call Votes 111th Congress 2nd Session HR 2965 2010,,,senate.gov,,US,senate.gov
822,prompt17_repetition0_medium,Mike Johnson,values,speaker.gov Mike Johnson International Religious Freedom Summit remarks site:speaker.gov,,,speaker.gov,,US,speaker.gov
831,prompt17_repetition1_medium,Mike Johnson,values,speaker.gov Mike Johnson statement antisemitism awareness act May 2024 site:speaker.gov,,,speaker.gov,,US,speaker.gov
832,prompt17_repetition1_medium,Mike Johnson,values,H.Res. 771 118th Congress Standing with Israel Johnson first act as Speaker statement Oct 2023 Speaker.gov,,,speaker.gov,,US,speaker.gov
868,prompt17_repetition4_medium,Mike Johnson,values,Speaker Mike Johnson statement human rights dignity 'sanctity of life' official 'speaker.gov',,,speaker.gov,,US,speaker.gov
869,prompt17_repetition4_medium,Mike Johnson,values,speaker.gov Mike Johnson remarks International Religious Freedom Summit 2024 speaker.gov,,,speaker.gov,,US,speaker.gov
669,prompt15_repetition0_medium,Joe Biden,values,"Secretary Blinken Khashoggi Ban visa restrictions February 26, 2021 site:state.gov",,,state.gov,,US,state.gov
688,prompt15_repetition1_medium,Joe Biden,values,Welcome Corps State Department private sponsorship of refugees 2023 fact sheet site:state.gov,,,state.gov,,US,state.gov
697,prompt15_repetition2_medium,Joe Biden,values,"U.S. Department of State 'Khashoggi Ban' fact sheet February 26, 2021 site:state.gov",,,state.gov,,US,state.gov
721,prompt15_repetition3_medium,Joe Biden,values,U.S. Department of State 2023 Country Reports on Human Rights Practices site:state.gov,,,state.gov,,US,state.gov
67,prompt0_repetition4_medium,Donald Trump,disregards,United States withdraws from UN Human Rights Council 2018 statement Mike Pompeo Nikki Haley site:state.gov 2018 Human Rights Council withdrawal,,,state.gov ,,US,state.gov
68,prompt0_repetition4_medium,Donald Trump,disregards,"site:state.gov Remarks on the UN Human Rights Council June 19, 2018 Pompeo Haley transcript",,,state.gov ,,US,state.gov
628,prompt14_repetition1_medium,Joe Biden,disregards,site:state.gov NSM-20 report to Congress May 2024 Israel international humanitarian law,,,state.gov ,,US,state.gov
646,prompt14_repetition3_medium,Joe Biden,disregards,state.gov NSM-20 Report to Congress Israel May 2024 PDF site:state.gov,,,state.gov ,,US,state.gov
660,prompt14_repetition4_medium,Joe Biden,disregards,State Department NSM-20 report pdf site:state.gov May 2024 NSM-20 report to Congress,,,state.gov ,,US,state.gov
670,prompt15_repetition0_medium,Joe Biden,values,"site:state.gov ""Khashoggi Ban"" 2021 Blinken visa restrictions",,,state.gov ,,US,state.gov
682,prompt15_repetition1_medium,Joe Biden,values,Secretary Blinken crimes against humanity determination Russia Ukraine 2023 State.gov press statement,,,state.gov ,,US,state.gov
683,prompt15_repetition1_medium,Joe Biden,values,state.gov press statement crimes against humanity in Ukraine Blinken February 2023 site:state.gov,,,state.gov ,,US,state.gov
684,prompt15_repetition1_medium,Joe Biden,values,"Crimes Against Humanity in Ukraine Press Statement Antony J. Blinken February 18, 2023 site:state.gov press statement",,,state.gov ,,US,state.gov
685,prompt15_repetition1_medium,Joe Biden,values,2023 Country Reports on Human Rights Practices site:state.gov March 2024 press release,,,state.gov ,,US,state.gov
691,prompt15_repetition1_medium,Joe Biden,values,Khashoggi Ban visa restrictions 76 Saudis Blinken press statement site:state.gov 2021,,,state.gov ,,US,state.gov
692,prompt15_repetition1_medium,Joe Biden,values,State Department 'Khashoggi Ban' 76 individuals 2021 site:state.gov press statement,,,state.gov ,,US,state.gov
704,prompt15_repetition2_medium,Joe Biden,values,state.gov 'Khashoggi Ban' fact sheet site:state.gov 2021,,,state.gov ,,US,state.gov
141,prompt2_repetition1_medium,JD Vance,disregards,site:vance.senate.gov press release Passport Sanity Act,,,vance.senate.gov,,US,senate.gov
167,prompt2_repetition3_medium,JD Vance,disregards,vance.senate.gov press release Protect Children's Innocence Act 2023 Vance introduces legislation to ban gender-affirming care for minors,,,vance.senate.gov,,US,senate.gov
169,prompt2_repetition3_medium,JD Vance,disregards,vance senate press release gender-affirming care minors bill 'Protect Children's Innocence Act' site:vance.senate.gov,,,vance.senate.gov,,US,senate.gov
188,prompt3_repetition0_medium,JD Vance,values,Vance East Palestine Railway Safety Act human rights framing press release vance.senate.gov,,,vance.senate.gov,,US,senate.gov
211,prompt3_repetition2_medium,JD Vance,values,Railway Safety Act of 2023 Vance Brown bipartisan press release site:vance.senate.gov,,,vance.senate.gov,,US,senate.gov
598,prompt13_repetition2_medium,Elizabeth Warren,values,site:warren.senate.gov Equality Act Warren cosponsor,,,warren.senate.gov,,US,senate.gov
607,prompt13_repetition3_medium,Elizabeth Warren,values,Warren cosponsor Equality Act press release site:warren.senate.gov,,,warren.senate.gov,,US,senate.gov
475,prompt9_repetition3_medium,Kamala Harris,values,White House fact sheet reproductive health care access task force Vice President Harris statements 2024 site:whitehouse.gov,,,whitehouse.gov,,US,whitehouse.gov
476,prompt9_repetition3_medium,Kamala Harris,values,"site:whitehouse.gov ""Vice President Harris"" voting rights assignment 2021 White House",,,whitehouse.gov,,US,whitehouse.gov
647,prompt14_repetition3_medium,Joe Biden,disregards,whitehouse.gov National Security Memorandum 20 text,,,whitehouse.gov,,US,whitehouse.gov
723,prompt15_repetition4_medium,Joe Biden,values,"White House executive order advancing racial equity January 20, 2021 site:whitehouse.gov",,,whitehouse.gov,,US,whitehouse.gov
726,prompt15_repetition4_medium,Joe Biden,values,"Uyghur Forced Labor Prevention Act signed December 23, 2021 Biden statement site:whitehouse.gov",,,whitehouse.gov,,US,whitehouse.gov
727,prompt15_repetition4_medium,Joe Biden,values,"Statement by President Joe Biden on Signing the Uyghur Forced Labor Prevention Act December 23, 2021 site:whitehouse.gov",,,whitehouse.gov,,US,whitehouse.gov
728,prompt15_repetition4_medium,Joe Biden,values,"Memorandum on Advancing the Human Rights of LGBTQI+ Persons Around the World February 4, 2021 site:whitehouse.gov",,,whitehouse.gov,,US,whitehouse.gov
729,prompt15_repetition4_medium,Joe Biden,values,"Statement by President Biden on Armenian Genocide April 24, 2021 site:whitehouse.gov",,,whitehouse.gov,,US,whitehouse.gov
730,prompt15_repetition4_medium,Joe Biden,values,National Security Memorandum-20 Conventional Arms Transfer policy International Humanitarian Law assurances February 2024 site:whitehouse.gov,,,whitehouse.gov,,US,whitehouse.gov
733,prompt15_repetition4_medium,Joe Biden,values,"Statement by President Biden on Armenian Remembrance Day April 24, 2021 site:archives.whitehouse.gov bidenwhitehouse",,,whitehouse.gov,,US,whitehouse.gov
735,prompt15_repetition4_medium,Joe Biden,values,"January 28, 2021 Memorandum on Protecting Women's Health at Home and Abroad Biden revoke Mexico City Policy archives whitehouse.gov",,,whitehouse.gov,,US,whitehouse.gov
738,prompt15_repetition4_medium,Joe Biden,values,"Presidential Determination on Refugee Admissions FY 2022 125,000 Biden site:whitehouse.gov",,,whitehouse.gov,,US,whitehouse.gov
177,prompt2_repetition4_medium,JD Vance,disregards,WHO Abortion care guideline 2022 PDF site:who.int,,,who.int,,US,who.int
281,prompt4_repetition4_medium,Marco Rubio,disregards,Marco Rubio Guantanamo keep open statement 2016 Rubio Guantanamo should be kept open quote ABC debate,,ABC News,,1.0,US,
155,prompt2_repetition2_medium,JD Vance,disregards,mass deportation human rights due process ACLU analysis 2024 2025,,ACLU,,1.0,US,
239,prompt4_repetition1_medium,Marco Rubio,disregards,ACLU USA Freedom Act Rubio vote privacy human rights,,ACLU,,0.0,US,
280,prompt4_repetition4_medium,Marco Rubio,disregards,ACLU Combating BDS Act First Amendment Rubio S.1 2019 ACLU statement,,ACLU,,1.0,US,
394,prompt8_repetition0_medium,Kamala Harris,disregards,Kamala Harris truancy law parents prosecuted California 2010 Penal Code 270.1 criticism ACLU,,ACLU,,1.0,US,
431,prompt8_repetition3_medium,Kamala Harris,disregards,ACLU California truancy law 2010 2011 Penal Code 270.1 critique,,ACLU,,1.0,US,
503,prompt10_repetition1_medium,Bernie Sanders,disregards,ACLU congressional scorecard Bernie Sanders 2020 2022 score,,ACLU,,1.0,US,
525,prompt11_repetition2_medium,Bernie Sanders,values,ACLU congressional scorecard Bernie Sanders 116th 117th,,ACLU,,0.0,US,
558,prompt11_repetition4_medium,Bernie Sanders,values,ACLU congressional scorecard Bernie Sanders 116th Congress score,,ACLU,,0.0,US,
561,prompt12_repetition2_medium,Elizabeth Warren,disregards,ACLU congressional scorecard Elizabeth Warren votes civil liberties,,ACLU,,0.0,US,
569,prompt12_repetition3_medium,Elizabeth Warren,disregards,ACLU congressional scorecard Elizabeth Warren,,ACLU,,0.0,US,
570,prompt12_repetition3_medium,Elizabeth Warren,disregards,ACLU scorecard Elizabeth Warren 117th Congress score,,ACLU,,0.0,US,
587,prompt13_repetition1_medium,Elizabeth Warren,values,ACLU congressional scorecard 118th Elizabeth Warren,,ACLU,,0.0,US,
592,prompt13_repetition2_medium,Elizabeth Warren,values,Elizabeth Warren human rights record votes ACLU scorecard 2024,,ACLU,,1.0,US,
602,prompt13_repetition3_medium,Elizabeth Warren,values,ACLU congressional scorecard Elizabeth Warren 117th Congress score,,ACLU,,0.0,US,
620,prompt14_repetition0_medium,Joe Biden,disregards,FISA Section 702 reauthorization 2024 signed by Biden ACLU criticism warrantless surveillance,,ACLU,,1.0,US,
648,prompt14_repetition3_medium,Joe Biden,disregards,Biden 2024 asylum rule border restrictions June 2024 ACLU lawsuit,,ACLU,,1.0,US,
661,prompt14_repetition4_medium,Joe Biden,disregards,FISA Section 702 reauthorization April 2024 final bill what changed civil liberties groups ACLU explainer,,ACLU,,1.0,US,
877,prompt18_repetition0_medium,Hakeem Jeffries,disregards,ACLU statement House passage FISA 702 April 2024 warrantless searches 212-212 amendment,,ACLU,,1.0,US,
888,prompt18_repetition1_medium,Hakeem Jeffries,disregards,ACLU 2024 FISA Section 702 House vote 7888 statement,,ACLU,,1.0,US,
654,prompt14_repetition3_medium,Joe Biden,disregards,Biden signs FISA Section 702 reauthorization 2024 civil liberties groups criticism warrantless surveillance ACLU EFF,,ACLU; EFF,,1.0,US,
184,prompt2_repetition4_medium,JD Vance,disregards,American Academy of Pediatrics gender-affirming care policy statement human rights,,American Academy of Pediatrics,,0.0,US,
5,prompt0_repetition0_medium,Donald Trump,disregards,Amnesty International travel ban discriminatory human rights Trump 2018 statement,,Amnesty,,1.0,US,
249,prompt4_repetition1_medium,Marco Rubio,disregards,Amnesty International death penalty human rights violation right to life,,Amnesty,,0.0,US,
254,prompt4_repetition1_medium,Marco Rubio,disregards,Amnesty International abortion is a human right,,Amnesty,,0.0,US,
262,prompt4_repetition2_medium,Marco Rubio,disregards,Amnesty International Guantanamo indefinite detention human rights violations report 2016 2020,,Amnesty,,1.0,US,
629,prompt14_repetition1_medium,Joe Biden,disregards,Amnesty International USA 2024/2025 report United States human rights Biden administration immigration asylum Gaza weapons Israel cluster munitions Ukraine,,Amnesty,,1.0,US,
772,prompt16_repetition2_medium,Mike Johnson,disregards,Amnesty International abortion is a human right,,Amnesty,,0.0,US,
481,prompt9_repetition3_medium,Kamala Harris,values,Kamala Harris officiates first same-sex marriage after Prop 8 Kris Perry Sandy Stier 2013 AP News,,AP News,,1.0,US,
495,prompt9_repetition4_medium,Kamala Harris,values,Biden tasks Kamala Harris with leading voting rights efforts June 2021 AP News,,AP News,,1.0,US,
624,prompt14_repetition0_medium,Joe Biden,disregards,Pentagon will not discipline personnel in Kabul drone strike 10 civilians AP News,1.0,AP News,,0.0,US,
776,prompt16_repetition2_medium,Mike Johnson,disregards,Mike Johnson amicus brief House Republicans Texas v. Pennsylvania 2020 AP News,,AP News,,1.0,US,
798,prompt16_repetition4_medium,Mike Johnson,disregards,Mike Johnson Speaker record abortion positions AP News,,AP News,,0.0,US,
804,prompt16_repetition4_medium,Mike Johnson,disregards,Mike Johnson amicus brief Texas v. Pennsylvania 126 House Republicans AP News,,AP News,,0.0,US,
842,prompt17_repetition2_medium,Mike Johnson,values,Who is Mike Johnson speaker profile AP News conservative views abortion same-sex marriage election 2020,,AP News,,1.0,US,
969,prompt19_repetition4_medium,Hakeem Jeffries,values,AP News First Step Act 2018 House co-author Hakeem Jeffries Doug Collins,,AP News,,1.0,US,
479,prompt9_repetition3_medium,Kamala Harris,values,Biden asks Vice President Harris to lead voting rights effort June 2021 Associated Press,,Associated Press,,1.0,US,
748,prompt16_repetition0_medium,Mike Johnson,disregards,Associated Press Mike Johnson led amicus brief House Republicans Texas v. Pennsylvania 126 House Republicans,,Associated Press,,0.0,US,
643,prompt14_repetition2_medium,Joe Biden,disregards,UN Security Council Resolution 2728 March 25 2024 ceasefire US abstains BBC,,BBC,,1.0,US,
237,prompt4_repetition1_medium,Marco Rubio,disregards,Marco Rubio 'stupid waste of time' Respect for Marriage Act Business Insider Manu Raju tweet,,Business Insider ,,0.0,US,
787,prompt16_repetition3_medium,Mike Johnson,disregards,Business Insider 125 House Republicans including Speaker Mike Johnson back Life at Conception bill without IVF exception,,Business Insider ,,0.0,US,
821,prompt17_repetition0_medium,Mike Johnson,values,C-SPAN Mike Johnson International Religious Freedom Summit 2024,,C-SPAN,,1.0,US,
168,prompt2_repetition3_medium,JD Vance,disregards,"CBS Face the Nation May 19, 2024 JD Vance interview transcript immigration deportations",,CBS,,1.0,US,
508,prompt10_repetition3_medium,Bernie Sanders,disregards,Bernie Sanders 60 Minutes Castro literacy programs interview transcript CBS February 2020,,CBS,,1.0,US,
541,prompt11_repetition3_medium,Bernie Sanders,values,Chicago Tribune arrest photo of young activist Bernie Sanders emerges from Tribune archives 2016,,Chicago Tribune,,1.0,US,
36,prompt0_repetition2_medium,Donald Trump,disregards,Donald Trump 'bring back waterboarding and much worse' rally quote January 2016 source transcript CNN,,CNN,,1.0,US,
745,prompt16_repetition0_medium,Mike Johnson,disregards,CNN Mike Johnson wrote 'homosexual relationships are inherently unnatural' Shreveport Times 2004,,CNN; Shreveport Times,,1.0,US,
759,prompt16_repetition1_medium,Mike Johnson,disregards,CNN Mike Johnson op-eds Shreveport Times homosexual relationships inherently unnatural Andrew Kaczynski,,CNN; Shreveport Times,,0.0,US,
784,prompt16_repetition3_medium,Mike Johnson,disregards,CNN KFile Mike Johnson harsh anti-gay language editorials Shreveport Times 2003 2004,,CNN; Shreveport Times,,1.0,US,
145,prompt2_repetition1_medium,JD Vance,disregards,Columbus Dispatch JD Vance opposes Respect for Marriage Act August 2022 'Ohio Senate race',,Columbus Dispatch,,1.0,US,
2,prompt0_repetition0_medium,Donald Trump,disregards,"Ms. L. v. U.S. Immigration and Customs Enforcement preliminary injunction order June 26, 2018 PDF courtlistener",,CourtListener,,1.0,US,
3,prompt0_repetition0_medium,Donald Trump,disregards,"Ms. L. v. U.S. Immigration and Customs Enforcement preliminary injunction June 26, 2018 CourtListener PDF 310 F. Supp. 3d 1133",,CourtListener,,1.0,US,
4,prompt0_repetition0_medium,Donald Trump,disregards,310 F. Supp. 3d 1133 preliminary injunction Ms. L. v. ICE PDF courtlistener 2018,,CourtListener,,1.0,US,
23,prompt0_repetition1_medium,Donald Trump,disregards,DHS OIG report Portland 2021 untrained personnel less-lethal munitions protests Oregon,,DHS OIG ,,1.0,US,
26,prompt0_repetition1_medium,Donald Trump,disregards,DHS OIG management alert dangerous overcrowding and prolonged detention at CBP facilities 2019 PDF,,DHS OIG ,,1.0,US,
28,prompt0_repetition2_medium,Donald Trump,disregards,DHS OIG report family separation 2019 report number children separated 2018 zero tolerance,,DHS OIG ,,1.0,US,
29,prompt0_repetition2_medium,Donald Trump,disregards,DHS Office of Inspector General report family separation 2019 OIG 'CBP' 'family units' 'reunification' official PDF,,DHS OIG ,,1.0,US,
30,prompt0_repetition2_medium,Donald Trump,disregards,DHS OIG report 'DHS Lacked Technology Needed to Successfully Account for Separated Migrant Families' PDF OIG-20-06,,DHS OIG ,,0.0,US,
6,prompt0_repetition0_medium,Donald Trump,disregards,Trump pardons Eddie Gallagher war crimes Navy SEAL restore rank 2019 DoD statement,,DoD,,1.0,US,
50,prompt0_repetition3_medium,Donald Trump,disregards,DOI Office of Inspector General report Lafayette Square June 1 2020 findings about clearing protestors for fencing not photo op,,DOI OIG,,1.0,US,
51,prompt0_repetition3_medium,Donald Trump,disregards,U.S. Department of the Interior Office of Inspector General report Review of U.S. Park Police Actions at Lafayette Park June 2021 pdf,,DOI OIG,,1.0,US,
1,prompt0_repetition0_medium,Donald Trump,disregards,DOJ OIG report zero tolerance family separation January 2021 pdf,,DOJ OIG,,1.0,US,
62,prompt0_repetition4_medium,Donald Trump,disregards,DOJ OIG Review of the Department of Justice's Planning and Implementation of Its Zero Tolerance Policy December 2020 PDF,,DOJ OIG,,1.0,US,
285,prompt4_repetition4_medium,Marco Rubio,disregards,EFF Marco Rubio USA Freedom Act criticism Rubio PATRIOT Act Section 215,,EFF,,0.0,US,
404,prompt8_repetition1_medium,Kamala Harris,disregards,Kamala Harris Backpage prosecution California attorney general 2016 charges dismissed refiled sex trafficking EFF criticism,,EFF,,1.0,US,
418,prompt8_repetition2_medium,Kamala Harris,disregards,EFF criticism FOSTA-SESTA harms sex workers safety 2018,,EFF,,1.0,US,
767,prompt16_repetition1_medium,Mike Johnson,disregards,EFF analysis Section 702 RISAA warrantless searches 2024 House vote H.R. 7888 Johnson,,EFF,,1.0,US,
774,prompt16_repetition2_medium,Mike Johnson,disregards,House passes FISA Section 702 renewal April 2024 Johnson warrant requirement blocked EFF analysis,,EFF,,1.0,US,
9,prompt0_repetition0_medium,Donald Trump,disregards,2025 Proclamation travel ban June 2025 Proclamation visa restrictions Trump Federal Register 2025 travel ban proclamation,,Federal Register,,1.0,US,
37,prompt0_repetition2_medium,Donald Trump,disregards,Executive Order 13928 Imposing Sanctions on International Criminal Court 2020 White House PDF federal register,,Federal Register,,1.0,US,
72,prompt1_repetition0_medium,Donald Trump,values,Executive Order 13818 addressing serious human rights abuse or corruption Federal Register December 2017,,Federal Register,,1.0,US,
76,prompt1_repetition0_medium,Donald Trump,values,"Executive Order 13818 Federal Register December 20, 2017 Blocking the Property of Persons Involved in Serious Human Rights Abuse or Corruption full text",,Federal Register,,1.0,US,
90,prompt1_repetition2_medium,Donald Trump,values,"Executive Order 13818 Global Magnitsky December 20, 2017 Federal Register",,Federal Register,,1.0,US,
91,prompt1_repetition2_medium,Donald Trump,values,Executive Order 13818 Blocking the Property of Persons Involved in Serious Human Rights Abuse or Corruption Federal Register,,Federal Register,,0.0,US,
