prompt_id,politician,prompt_version,query,region
prompt4_repetition0_medium,Marco Rubio,disregards,Rubio would have voted no on McCain Feinstein amendment statement 'telegraphing the enemy' 2015 Rubio statement,US
prompt4_repetition0_medium,Marco Rubio,disregards,Politico GOP candidates on anti-torture law Rubio opposed McCain-Feinstein amendment quote,US
prompt4_repetition0_medium,Marco Rubio,disregards,Rubio 'I would have voted no on this amendment' telegraphing to the enemy Guardian June 2015 Rubio torture amendment Guardian quote,US
prompt4_repetition0_medium,Marco Rubio,disregards,Senate Roll Call USA FREEDOM Act 2015 vote 62-32 list Rubio,US
prompt4_repetition0_medium,Marco Rubio,disregards,2016 Senate vote block arms sales to Saudi Arabia S.J.Res.39 roll call Rubio vote,US
prompt4_repetition1_medium,Marco Rubio,disregards,Marco Rubio USA Freedom Act vote 2015,US
prompt4_repetition1_medium,Marco Rubio,disregards,Marco Rubio 'stupid waste of time' Respect for Marriage Act Business Insider Manu Raju tweet,US
prompt4_repetition1_medium,Marco Rubio,disregards,Marco Rubio New York Times op-ed NSA phone records program 2015 Rubio metadata,US
prompt4_repetition1_medium,Marco Rubio,disregards,ACLU USA Freedom Act Rubio vote privacy human rights,US
prompt4_repetition1_medium,Marco Rubio,disregards,McCain Feinstein anti-torture amendment 2015 vote roll call Rubio,US
prompt4_repetition1_medium,Marco Rubio,disregards,Human Rights Watch Guantanamo indefinite detention human rights violations,US
prompt4_repetition1_medium,Marco Rubio,disregards,Human Rights Watch Guantanamo arbitrary detention human rights 2016 statement,US
prompt4_repetition1_medium,Marco Rubio,disregards,Rubio co-sponsor Lindsey Graham 15-week abortion ban 2022 statement Rubio co-sponsor,US
prompt4_repetition1_medium,Marco Rubio,disregards,Rubio vote John Lewis Voting Rights Advancement Act 2021 cloture,US
prompt4_repetition1_medium,Marco Rubio,disregards,UDHR Article 21 voting participation right United Nations,US
prompt4_repetition1_medium,Marco Rubio,disregards,Marco Rubio Syrian refugees 2015 Rubio stance halt Syrian refugee resettlement,US
prompt4_repetition1_medium,Marco Rubio,disregards,UDHR Article 14 right to seek asylum United Nations,US
prompt4_repetition1_medium,Marco Rubio,disregards,Marco Rubio death penalty stance federal Rubio statement death penalty,US
prompt4_repetition1_medium,Marco Rubio,disregards,Amnesty International death penalty human rights violation right to life,US
prompt4_repetition1_medium,Marco Rubio,disregards,Rubio Uyghur Human Rights Policy Act sponsor 2020,US
prompt4_repetition1_medium,Marco Rubio,disregards,Respect for Marriage Act Senate roll call 2022 final vote Rubio no list,US
prompt4_repetition1_medium,Marco Rubio,disregards,Human Rights Watch marriage equality human rights,US
prompt4_repetition1_medium,Marco Rubio,disregards,U.S. Senate roll call vote John Lewis Voting Rights Advancement Act cloture November 3 2021 vote number list Rubio,US
prompt4_repetition1_medium,Marco Rubio,disregards,Amnesty International abortion is a human right,US
prompt4_repetition2_medium,Marco Rubio,disregards,Marco Rubio NSA bulk metadata program 2015 op-ed USA Freedom Act,US
prompt4_repetition2_medium,Marco Rubio,disregards,Senate roll call final passage H.R. 8404 Respect for Marriage Act November 29 2022 vote 387,US
prompt4_repetition2_medium,Marco Rubio,disregards,Rubio statement Guantanamo keep open site:rubio.senate.gov,US
prompt4_repetition2_medium,Marco Rubio,disregards,Marco Rubio torture waterboarding is not torture quote 2016 Rubio interview,US
prompt4_repetition2_medium,Marco Rubio,disregards,Senate roll call Freedom to Vote Act cloture 2021 vote results list of nays,US
prompt4_repetition2_medium,Marco Rubio,disregards,senate roll call vote Respect for Marriage Act final passage roll call 117 2 vote number 387 Rubio,US
prompt4_repetition2_medium,Marco Rubio,disregards,Rubio bill prohibit transfer of Guantanamo detainees 2016 Senate Rubio press release,US
prompt4_repetition2_medium,Marco Rubio,disregards,Amnesty International Guantanamo indefinite detention human rights violations report 2016 2020,US
prompt4_repetition2_medium,Marco Rubio,disregards,Marco Rubio USA Freedom Act op-ed 'we need to restore NSA metadata program' Senate floor May 2015 transcript,US
prompt4_repetition2_medium,Marco Rubio,disregards,Human Rights Campaign Congress scorecard Marco Rubio 117th 2022 score,US
prompt4_repetition2_medium,Marco Rubio,disregards,Marco Rubio Life at Conception Act cosponsor 2022 2021,US
prompt4_repetition2_medium,Marco Rubio,disregards,Rubio cosponsored Pain-Capable Unborn Child Protection Act Senate 115th 116th cosponsors,US
prompt4_repetition2_medium,Marco Rubio,disregards,UN Human Rights Committee General Comment No. 36 right to life abortion restrictions violate rights paragraph 8 2018,US
prompt4_repetition2_medium,Marco Rubio,disregards,U.S. Senate roll call Freedom to Vote Act 2021 cloture motion votar 480 Always? S.2747 cloture 2021 Senate Rubio vote 'nay' ,US
prompt4_repetition2_medium,Marco Rubio,disregards,Uyghur Human Rights Policy Act 2020 Rubio sponsor cosponsor 'Public Law 116-145' Rubio quote,US
prompt4_repetition3_medium,Marco Rubio,disregards,Marco Rubio vote USA Freedom Act 2015 Senate vote roll call,US
prompt4_repetition3_medium,Marco Rubio,disregards,Marco Rubio waterboarding position 2016 debate statement New York Times,US
prompt4_repetition3_medium,Marco Rubio,disregards,Marco Rubio encryption Apple FBI backdoor 2016 Rubio statement,US
prompt4_repetition3_medium,Marco Rubio,disregards,Senate vote roll call Women's Health Protection Act 2022 cloture vote Rubio,US
prompt4_repetition3_medium,Marco Rubio,disregards,Marco Rubio Gang of Eight immigration reform 2013 role bill S.744 vote,US
prompt4_repetition3_medium,Marco Rubio,disregards,Marco Rubio Guantanamo keep open quote 2016 debate Guantanamo should be putting people into Guantanamo not emptying it out,US
prompt4_repetition3_medium,Marco Rubio,disregards,Senate vote John Lewis Voting Rights Advancement Act 2021 cloture roll call Rubio vote,US
prompt4_repetition3_medium,Marco Rubio,disregards,Rubio Venezuela human rights VERDAD Act 2019 Rubio sponsor,US
prompt4_repetition4_medium,Marco Rubio,disregards,Marco Rubio waterboarding torture 2016 debate quote,US
prompt4_repetition4_medium,Marco Rubio,disregards,Roll Call Vote 116th Congress Yemen S.J.Res.7 March 2019 Senate roll call Rubio,US
prompt4_repetition4_medium,Marco Rubio,disregards,ACLU Combating BDS Act First Amendment Rubio S.1 2019 ACLU statement,US
prompt4_repetition4_medium,Marco Rubio,disregards,Marco Rubio Guantanamo keep open statement 2016 Rubio Guantanamo should be kept open quote ABC debate,US
prompt4_repetition4_medium,Marco Rubio,disregards,Human Rights Watch Rubio BDS Act free speech First Amendment anti-boycott laws US Congress 2019,US
prompt4_repetition4_medium,Marco Rubio,disregards,S.1838 116th Congress Hong Kong Human Rights and Democracy Act Congress.gov Rubio,US
prompt4_repetition4_medium,Marco Rubio,disregards,Marco Rubio Wall Street Journal op-ed phone records metadata 2015 defend Patriot Act,US
prompt4_repetition4_medium,Marco Rubio,disregards,EFF Marco Rubio USA Freedom Act criticism Rubio PATRIOT Act Section 215,US
prompt4_repetition4_medium,Marco Rubio,disregards,S.1 116th Congress Strengthening America's Security in the Middle East Act text Congress.gov Rubio Combating BDS Act,US
prompt4_repetition4_medium,Marco Rubio,disregards,Marco Rubio Syrian refugees 2015 pause Syrian refugees stance quote,US
prompt5_repetition0_medium,Marco Rubio,values,Marco Rubio Uyghur Human Rights Policy Act 2020 Congress.gov,US
prompt5_repetition0_medium,Marco Rubio,values,Marco Rubio Secretary of State 2025,US
prompt5_repetition0_medium,Marco Rubio,values,Uyghur Forced Labor Prevention Act Rubio sponsor Congress.gov 2021,US
prompt5_repetition0_medium,Marco Rubio,values,Global Magnitsky Human Rights Accountability Act 2016 cosponsors Rubio Congress.gov,US
prompt5_repetition0_medium,Marco Rubio,values,Marco Rubio CECC cochair 2019 CECC leadership list,US
prompt5_repetition0_medium,Marco Rubio,values,Rubio Venezuela sanctions bill 2017 2019 press release Rubio Venezuela human rights,US
prompt5_repetition0_medium,Marco Rubio,values,China sanctions Marco Rubio 2020 Xinjiang sanctions Reuters,US
prompt5_repetition0_medium,Marco Rubio,values,Hong Kong Safe Harbor Act Rubio 2020 Congress.gov,US
prompt5_repetition1_medium,Marco Rubio,values,Marco Rubio Uyghur Forced Labor Prevention Act law 2021,US
prompt5_repetition1_medium,Marco Rubio,values,Uyghur Forced Labor Prevention Act Rubio Merkley became law December 2021 Congress.gov,US
prompt5_repetition1_medium,Marco Rubio,values,Congressional-Executive Commission on China Marco Rubio cochair human rights report 2019 2020 CECC,US
prompt5_repetition1_medium,Marco Rubio,values,Global Magnitsky Human Rights Accountability Act 2016 cosponsors list Rubio,US
prompt5_repetition1_medium,Marco Rubio,values,Venezuela Defense of Human Rights and Civil Society Act of 2014 Rubio sponsor Congress.gov,US
prompt5_repetition1_medium,Marco Rubio,values,Rubio Cuba human rights sanctions Cuba 2021 Rubio statement Press release 'Cuba Freedom' human rights,US
prompt5_repetition1_medium,Marco Rubio,values,H.R.6256 117th Congress Uyghur Forced Labor Prevention Act Congress.gov,US
prompt5_repetition1_medium,Marco Rubio,values,S.65 Uyghur Forced Labor Prevention Act Rubio 117th Congress Congress.gov,US
prompt5_repetition2_medium,Marco Rubio,values,Marco Rubio Uyghur Human Rights Policy Act of 2020 sponsor,US
prompt5_repetition2_medium,Marco Rubio,values,Marco Rubio Secretary of State 2025 confirmation,US
prompt5_repetition2_medium,Marco Rubio,values,Congressional-Executive Commission on China Marco Rubio cochair 2015 2016 official site,US
prompt5_repetition2_medium,Marco Rubio,values,Rubio Venezuela Defense of Human Rights and Civil Society Act 2014 Rubio role,US
prompt5_repetition2_medium,Marco Rubio,values,Rubio introduced Cuban Human Rights bill 2017 2019 Rubio Cuba human rights bill,US
prompt5_repetition3_medium,Marco Rubio,values,S.65 117th Congress Uyghur Forced Labor Prevention Act sponsor Rubio Congress.gov,US
prompt5_repetition3_medium,Marco Rubio,values,S.65 - Uyghur Forced Labor Prevention Act 117th Congress Congress.gov sponsor Marco Rubio,US
prompt5_repetition3_medium,Marco Rubio,values,Global Magnitsky Human Rights Accountability Act cosponsors Marco Rubio Congress.gov S.284 114th Congress,US
prompt5_repetition3_medium,Marco Rubio,values,CECC Marco Rubio cochair 2021,US
prompt5_repetition3_medium,Marco Rubio,values,Rubio Cuba human rights bill Senate 2016 2017 'Cuban' Human Rights,US
prompt5_repetition3_medium,Marco Rubio,values,Venezuela Defense of Human Rights and Civil Society Extension Act of 2016 Rubio Congress.gov,US
prompt5_repetition3_medium,Marco Rubio,values,Rubio Burma Human Rights and Freedom Act Congress.gov Rubio,US
prompt5_repetition3_medium,Marco Rubio,values,Padilla Rubio bill to hold the Iranian regime accountable signed into law press release 2024 Rubio Padilla,US
prompt5_repetition4_medium,Marco Rubio,values,Marco Rubio sponsor Uyghur Human Rights Policy Act 2020 Congress.gov,US
prompt5_repetition4_medium,Marco Rubio,values,Statement by the President on signing S.3744 Uyghur Human Rights Policy Act of 2020 White House,US
prompt5_repetition4_medium,Marco Rubio,values,S.65 Uyghur Forced Labor Prevention Act 117th Congress sponsor Rubio Congress.gov,US
prompt5_repetition4_medium,Marco Rubio,values,Rubio Venezuela human rights law VERDAD Act 2019 sponsor Congress.gov,US
prompt5_repetition4_medium,Marco Rubio,values,CECC Annual Report 2019 letter from Marco Rubio human rights China,US
prompt5_repetition4_medium,Marco Rubio,values,Rubio human rights democracy press release Rubio.senate.gov human rights,US
prompt5_repetition4_medium,Marco Rubio,values,Uyghur Forced Labor Prevention Act public law number 2021 white house proclamation,US
prompt5_repetition4_medium,Marco Rubio,values,Rubio.senate.gov human rights press release Hong Kong Human Rights and Democracy Act Rubio,US
prompt5_repetition4_medium,Marco Rubio,values,S.2265 Nicaraguan Investment Conditionality Act Rubio cosponsor Congress.gov,US
prompt6_repetition0_medium,Alexandria Ocasio-Cortez,disregards,Alexandria Ocasio-Cortez vote Uyghur Forced Labor Prevention Act roll call 2021,US
prompt6_repetition0_medium,Alexandria Ocasio-Cortez,disregards,"House Roll Call 412 December 8, 2021 H.R. 1155 Uyghur Forced Labor Prevention Act roll call clerk AOC vote",US
prompt6_repetition0_medium,Alexandria Ocasio-Cortez,disregards,Roll Call vote H.R. 5323 Iron Dome Supplemental Appropriations Act 2021 present vote Ocasio-Cortez clerk.house.gov,US
prompt6_repetition2_medium,Alexandria Ocasio-Cortez,disregards,Congress.gov Alexandria Ocasio-Cortez voting record Uyghur Forced Labor Prevention Act vote,US
prompt6_repetition2_medium,Alexandria Ocasio-Cortez,disregards,Congress.gov H.R.1155 117th Congress Uyghur Forced Labor Prevention Act cosponsors Ocasio-Cortez,US
prompt6_repetition2_medium,Alexandria Ocasio-Cortez,disregards,House vote HJRes 37 2019 Yemen War Powers Ocasio-Cortez vote,US
prompt6_repetition2_medium,Alexandria Ocasio-Cortez,disregards,NAACP legislative report card 117th Congress Alexandria Ocasio-Cortez score,US
prompt6_repetition2_medium,Alexandria Ocasio-Cortez,disregards,House Roll Call H.R.8035 Ukraine Security Supplemental Appropriations Act 2024 roll call Ocasio-Cortez vote,US
prompt6_repetition2_medium,Alexandria Ocasio-Cortez,disregards,H.Res.786 ceasefire in Gaza 2023 cosponsors Ocasio-Cortez,US
prompt6_repetition2_medium,Alexandria Ocasio-Cortez,disregards,clerk.house.gov Roll Call 151 2024 118th Congress Ocasio-Cortez vote Ukraine Security Supplemental,US
prompt6_repetition2_medium,Alexandria Ocasio-Cortez,disregards,House Roll Call H.R.1155 Uyghur Forced Labor Prevention Act roll call 2021 428-1 clerk house votes Ocasio-Cortez,US
prompt7_repetition0_medium,Alexandria Ocasio-Cortez,values,House Clerk roll call vote Respect for Marriage Act 2022 House AOC vote,US
prompt7_repetition0_medium,Alexandria Ocasio-Cortez,values,House Clerk roll call vote H.R. 1280 117th Congress roll call 60 AOC vote,US
prompt7_repetition0_medium,Alexandria Ocasio-Cortez,values,clerk.house.gov roll call 60 2021 House Roll no. 60 H.R. 1280 vote detail,US
prompt7_repetition0_medium,Alexandria Ocasio-Cortez,values,clerk.house.gov Votes Uyghur Forced Labor Prevention Act H.R. 6256 House roll call 2021 Ocasio-Cortez,US
prompt7_repetition0_medium,Alexandria Ocasio-Cortez,values,clerk.house.gov Votes 2021 H.R. 1620 Violence Against Women Act Roll call AOC vote,US
prompt7_repetition0_medium,Alexandria Ocasio-Cortez,values,House roll call COVID-19 Hate Crimes Act S.937 2021 House vote AOC vote clerk.house.gov,US
prompt7_repetition1_medium,Alexandria Ocasio-Cortez,values,AOC vote Uyghur Forced Labor Prevention Act House roll call 2021,US
prompt7_repetition1_medium,Alexandria Ocasio-Cortez,values,"House Roll Call 412 December 8, 2021 H.R. 1155 vote roll call 412 AOC",US
prompt7_repetition1_medium,Alexandria Ocasio-Cortez,values,clerk.house.gov roll 39 2021 Equality Act H.R. 5 vote 117th,US
prompt7_repetition1_medium,Alexandria Ocasio-Cortez,values,clerk.house.gov H.R. 1333 NO BAN Act roll call vote 2021 'On Passage' clerk,US
prompt7_repetition1_medium,Alexandria Ocasio-Cortez,values,clerk.house.gov 2021 roll 86 H.R. 1620 vote 117th Violence Against Women Reauthorization Act roll call 86,US
prompt7_repetition1_medium,Alexandria Ocasio-Cortez,values,clerk.house.gov roll 412 2021 H.R.1155 Uyghur Forced Labor Prevention Act roll call 412 AOC Yea,US
prompt7_repetition1_medium,Alexandria Ocasio-Cortez,values,H.R. 2070 Puerto Rico Self-Determination Act 2021 co-sponsors Ocasio-Cortez,US
prompt7_repetition1_medium,Alexandria Ocasio-Cortez,values,H.R. 1573 Access to Counsel Act vote roll call 2021 clerk.house.gov AOC,US
prompt7_repetition1_medium,Alexandria Ocasio-Cortez,values,Human Rights Campaign Congressional Scorecard Alexandria Ocasio-Cortez 117th 118th 100%,US
prompt7_repetition1_medium,Alexandria Ocasio-Cortez,values,clerk.house.gov Votes 2021129 Access to Counsel Act On Passage 217-207 Ocasio-Cortez Yea,US
prompt7_repetition2_medium,Alexandria Ocasio-Cortez,values,AOC Puerto Rico Self-Determination Act 2021 congress.gov,US
prompt7_repetition2_medium,Alexandria Ocasio-Cortez,values,House Roll Call Uyghur Forced Labor Prevention Act final passage 2021 clerk.house.gov roll call,US
prompt7_repetition2_medium,Alexandria Ocasio-Cortez,values,Roll Call 60 2021 House H.R. 1280 George Floyd Justice in Policing Act clerk.house.gov,US
prompt7_repetition2_medium,Alexandria Ocasio-Cortez,values,H.J.Res. 37 116th Congress Yemen War Powers House roll call clerk.house.gov 2019,US
prompt7_repetition2_medium,Alexandria Ocasio-Cortez,values,clerk.house.gov Roll Call 78 116th 2019 Yemen HJRes 37 recorded vote by name Ocasio-Cortez,US
prompt7_repetition2_medium,Alexandria Ocasio-Cortez,values,clerk.house.gov Feb 13 2019 On passage H.J.Res.37 roll call list,US
prompt7_repetition2_medium,Alexandria Ocasio-Cortez,values,clerk.house.gov Roll Call 83 2019 House Yemen H.J.Res.37 vote details by name,US
prompt7_repetition2_medium,Alexandria Ocasio-Cortez,values,clerk.house.gov roll call vote Uyghur Forced Labor Prevention Act House 2021 roll call member list,US
prompt7_repetition2_medium,Alexandria Ocasio-Cortez,values,ocasio-cortez.house.gov human rights statement,US
prompt7_repetition2_medium,Alexandria Ocasio-Cortez,values,clerk.house.gov Roll Call 217 2021 Equality Act H.R. 5 Ocasio-Cortez Yea,US
prompt7_repetition2_medium,Alexandria Ocasio-Cortez,values,Ocasio-Cortez Yemen War Powers Resolution H.J.Res. 37 statement tweet,US
prompt7_repetition2_medium,Alexandria Ocasio-Cortez,values,clerk.house.gov Roll Call 60 2021 House,US
prompt7_repetition3_medium,Alexandria Ocasio-Cortez,values,Alexandria Ocasio-Cortez human rights legislation co-sponsor site:congress.gov,US
prompt7_repetition3_medium,Alexandria Ocasio-Cortez,values,Clerk House Roll Call 2019 Yemen War Powers HJRes 37 vote,US
prompt7_repetition3_medium,Alexandria Ocasio-Cortez,values,clerk.house.gov H.J.Res. 37 Yemen Roll Call final passage 2019 House,US
prompt7_repetition3_medium,Alexandria Ocasio-Cortez,values,clerk.house.gov vote roll call H.R. 5 Equality Act 2021 final passage,US
prompt7_repetition3_medium,Alexandria Ocasio-Cortez,values,clerk.house.gov roll call 412 2021 Uyghur Forced Labor Prevention Act roll 412,US
prompt7_repetition3_medium,Alexandria Ocasio-Cortez,values,site:clerk.house.gov evs 2021 roll412.xml,US
prompt7_repetition3_medium,Alexandria Ocasio-Cortez,values,Dignity for Detained Immigrants Act Ocasio-Cortez cosponsor Congress.gov,US
prompt7_repetition3_medium,Alexandria Ocasio-Cortez,values,Ocasio-Cortez 9/11 Immigrant Worker Freedom Act press release,US
prompt7_repetition3_medium,Alexandria Ocasio-Cortez,values,clerk.house.gov Roll Call George Floyd Justice in Policing Act 2021 H.R. 1280 vote,US
prompt7_repetition3_medium,Alexandria Ocasio-Cortez,values,Tom Lantos Human Rights Commission member Alexandria Ocasio-Cortez,US
prompt7_repetition3_medium,Alexandria Ocasio-Cortez,values,NO BAN Act H.R. 1333 2021 roll call clerk,US
prompt7_repetition3_medium,Alexandria Ocasio-Cortez,values,How did Alexandria Ocasio-Cortez vote on H.R. 1155 Uyghur Forced Labor Prevention Act 2021,US
prompt7_repetition4_medium,Alexandria Ocasio-Cortez,values,Alexandria Ocasio-Cortez Congress.gov profile bills sponsored cosponsored,US
prompt7_repetition4_medium,Alexandria Ocasio-Cortez,values,H.R.5 Equality Act 116th Congress cosponsors Ocasio-Cortez,US
prompt7_repetition4_medium,Alexandria Ocasio-Cortez,values,Roll Call Vote Equality Act H.R.5 2019 House roll call clerk.house.gov,US
prompt7_repetition4_medium,Alexandria Ocasio-Cortez,values,Final vote results for roll call 217 2019 House Equality Act clerk.house.gov,US
prompt7_repetition4_medium,Alexandria Ocasio-Cortez,values,Roll 217 2019 Equality Act House vote how did Ocasio-Cortez vote site:govtrack.us,US
prompt7_repetition4_medium,Alexandria Ocasio-Cortez,values,Final vote result roll call 217 Equality Act how did Alexandria Ocasio-Cortez vote,US
prompt7_repetition4_medium,Alexandria Ocasio-Cortez,values,Roll Call 83 2019 House H.J.Res. 37 Yemen GovTrack,US
prompt7_repetition4_medium,Alexandria Ocasio-Cortez,values,Ocasio-Cortez vote Yemen War Powers Resolution H.J.Res.37 2019 statement,US
prompt7_repetition4_medium,Alexandria Ocasio-Cortez,values,Human Rights Campaign Congressional Scorecard Alexandria Ocasio-Cortez 117th,US
prompt7_repetition4_medium,Alexandria Ocasio-Cortez,values,GovTrack H.J.Res. 37 (116th) Yemen War Powers House vote 83 Ocasio-Cortez vote,US
prompt8_repetition0_medium,Kamala Harris,disregards,Kamala Harris prison labor argument 2014 filing release inmates would affect prison labor Reuters,US
prompt8_repetition0_medium,Kamala Harris,disregards,2014 California Attorney General office argued prison labor Kamala Harris court filing release inmates would negatively impact fire camps,US
prompt8_repetition0_medium,Kamala Harris,disregards,September 2014 filing extending 2-for-1 credits minimum custody inmates would severely impact fire camp participation California Department of Justice filing PDF,US
prompt8_repetition0_medium,Kamala Harris,disregards,September 2014 defendants supplemental brief Coleman v. Brown 'fire camp participation' PDF,US
prompt8_repetition0_medium,Kamala Harris,disregards,defendants opposition to plaintiffs motion 2-for-1 credits minimum custody inmates September 30 2014 PDF California three-judge court Coleman Plata,US
prompt8_repetition0_medium,Kamala Harris,disregards,Kamala Harris opposes statewide body camera mandate 2015 Los Angeles Times attorney general,US
prompt8_repetition0_medium,Kamala Harris,disregards,Kamala Harris top cop New York Times Magazine 2016 Lara Bazelon wrongful convictions technicalities kept in prison quote specific cases Daniel Larsen George Gage Kevin Cooper?,US
prompt8_repetition0_medium,Kamala Harris,disregards,Kamala Harris truancy law parents prosecuted California 2010 Penal Code 270.1 criticism ACLU,US
prompt8_repetition0_medium,Kamala Harris,disregards,Kamala Harris death penalty San Francisco DA 2004 refused death penalty officer Isaac Espinoza Los Angeles Times,US
prompt8_repetition0_medium,Kamala Harris,disregards,Kamala Harris ceasefire Gaza speech March 3 2024 Selma call for immediate ceasefire Reuters,US
prompt8_repetition1_medium,Kamala Harris,disregards,Kamala Harris as California Attorney General prisoner labor brief firefighters comments shock 2014 2015,US
prompt8_repetition1_medium,Kamala Harris,disregards,Kamala Harris prison labor brief firefighters overcrowding early release too many prisoners inmate labor 2014,US
prompt8_repetition1_medium,Kamala Harris,disregards,2014 court filing Kamala Harris early release prisoners fire camp participation '2-for-1 credits' Judge Thelton Henderson order 2013 2014 California overcrowding brief quote 'severely impact fire camp participation' source,US
prompt8_repetition1_medium,Kamala Harris,disregards,Judge Massullo Brady violation San Francisco crime lab Harris failed to disclose information that should have been disclosed 2010 ruling PDF,US
prompt8_repetition1_medium,Kamala Harris,disregards,Politifact Kamala Harris truancy law parents jail San Francisco office no parents jailed claim fact-check,US
prompt8_repetition1_medium,Kamala Harris,disregards,Kamala Harris Attorney General defended cash bail In re Humphrey position appeal brief 2016 California attorney general brief,US
prompt8_repetition1_medium,Kamala Harris,disregards,2014 Judge Cormac Carney death penalty unconstitutional California appeal Kamala Harris AG statement,US
prompt8_repetition1_medium,Kamala Harris,disregards,Kamala Harris Backpage prosecution California attorney general 2016 charges dismissed refiled sex trafficking EFF criticism,US
prompt8_repetition1_medium,Kamala Harris,disregards,Lara Bazelon Kamala Harris wrongful convictions The Appeal op-ed record 'weaponized technicalities',US
prompt8_repetition1_medium,Kamala Harris,disregards,Daniel Larsen innocence Ninth Circuit 2013 California Attorney General appeal Kamala Harris deadline procedural actual innocence case article,US
prompt8_repetition1_medium,Kamala Harris,disregards,California v. Ferrer 2017 Superior Court Sacramento order dismissing pimping charges Section 230 August 23 2017 PDF,US
prompt8_repetition1_medium,Kamala Harris,disregards,Kamala Harris refused to defend Proposition 8 as Attorney General statement 2013 Hollingsworth v. Perry,US
prompt8_repetition2_medium,Kamala Harris,disregards,Kamala Harris AG prison labor argument early release court filing 2014,US
prompt8_repetition2_medium,Kamala Harris,disregards,Kamala Harris prison labor argument early release overcrowding court filing 2014 Harris unaware,US
prompt8_repetition2_medium,Kamala Harris,disregards,LA Times 2014 Harris prison labor filing early release fire camp participation dangerous outcome quote September 2014 filing,US
prompt8_repetition2_medium,Kamala Harris,disregards,Kamala Harris George Gage case Harris AG prosecutorial misconduct appeal procedural grounds Lara Bazelon,US
prompt8_repetition2_medium,Kamala Harris,disregards,Kamala Harris Kevin Cooper DNA testing Harris AG opposed later supported 2018 New York Times,US
prompt8_repetition2_medium,Kamala Harris,disregards,Senate roll call FOSTA SESTA 2018 S.1693 Allow States and Victims to Fight Online Sex Trafficking Act vote roll call Harris,US
prompt8_repetition2_medium,Kamala Harris,disregards,People v. Ferrer California Backpage charges dismissed Section 230 judge ruling December 2016 mainstream coverage,US
prompt8_repetition2_medium,Kamala Harris,disregards,George Gage case Kamala Harris AG prosecutorial misconduct appeal Ninth Circuit 2015 Harris office argued procedural default,US
prompt8_repetition2_medium,Kamala Harris,disregards,2015 Harris declined to support California bills Black Caucus body cameras AG investigate police shootings Harris 2015,US
prompt8_repetition2_medium,Kamala Harris,disregards,EFF criticism FOSTA-SESTA harms sex workers safety 2018,US
prompt8_repetition3_medium,Kamala Harris,disregards,Kamala Harris attorney general argued releasing prisoners would reduce prison labor brief 2014 court filing,US
prompt8_repetition3_medium,Kamala Harris,disregards,Kamala Harris prison labor brief cheap labor 2014 California attorney general 'prisoners as labor' court filing Harris office,US
prompt8_repetition3_medium,Kamala Harris,disregards,Daniel Larsen case Harris appealed release Ninth Circuit 2013 attorney general office upholding conviction incompetent counsel,US
prompt8_repetition3_medium,Kamala Harris,disregards,2014 court filing inmate firefighting labor Harris office early release argument need prisoners for firefighting brief criticized Harris unaware,US
prompt8_repetition3_medium,Kamala Harris,disregards,Johnny Baca case Ninth Circuit video Kozinski Harris office appeal jailhouse informant false testimony 2015,US
prompt8_repetition3_medium,Kamala Harris,disregards,Kamala Harris opposed statewide body camera requirement California attorney general 2015 statement,US
prompt8_repetition3_medium,Kamala Harris,disregards,"Sacramento Bee May 27, 2015 Harris statewide body cameras quote I don't think we can have a one-size-fits-all approach",US
prompt8_repetition3_medium,Kamala Harris,disregards,"September 30, 2014 filing Harris office 'Extending 2-for-1 credits to all minimum custody inmates' PDF Coleman v. Brown Plata brief",US
prompt8_repetition3_medium,Kamala Harris,disregards,Los Angeles Times Harris office argued against early release prison labor 2014 LA Times article,US
prompt8_repetition3_medium,Kamala Harris,disregards,Nicholas Kristof Kevin Cooper Kamala Harris regrets DNA testing column Harris says regrets office did not test 2018,US
prompt8_repetition3_medium,Kamala Harris,disregards,Kamala Harris Back on Track program San Francisco results recidivism rates 2005 program evaluation,US
prompt8_repetition3_medium,Kamala Harris,disregards,Back on Track program Kamala Harris San Francisco DA recidivism evaluation 2008 2010 'Back on Track' reentry program San Francisco Superior Court report,US
prompt8_repetition3_medium,Kamala Harris,disregards,ACLU California truancy law 2010 2011 Penal Code 270.1 critique,US
prompt8_repetition4_medium,Kamala Harris,disregards,Kamala Harris truancy law parents prosecuted 2011 California SB 1317 Harris speech,US
prompt8_repetition4_medium,Kamala Harris,disregards,Norsworthy v. Beard Harris brief transgender inmate surgery California Attorney General 2015 appeal,US
prompt8_repetition4_medium,Kamala Harris,disregards,Harris office argued releasing prisoners would reduce prison labor for firefighting court brief 2014 Coleman Plata Harris office,US
prompt8_repetition4_medium,Kamala Harris,disregards,Los Angeles Times Harris office argued inmate labor fire camps 2014 court filing 'severely impact fire camp participation' Harris shocked Buzzfeed interview,US
prompt8_repetition4_medium,Kamala Harris,disregards,As California Attorney General Kamala Harris police body cameras statewide policy 2015 said not necessary to have statewide standard,US
prompt8_repetition4_medium,Kamala Harris,disregards,Kamala Harris George Gage case Harris office opposed relief procedural default New York Times Magazine 2016 Bazelon,US
prompt8_repetition4_medium,Kamala Harris,disregards,New York Times Magazine 2016 Kamala Harris top cop Emily Bazelon George Gage Daniel Larsen article,US
