prompt_id,politician,prompt_version,query,region
prompt3_repetition3_medium,Ursula von der Leyen,values,EU Pact on Migration and Asylum adoption 2024 human rights concerns Amnesty International analysis,Europe
prompt3_repetition3_medium,Ursula von der Leyen,values,Council of Europe Framework Convention on Artificial Intelligence opened for signature May 2024 human rights democracy rule of law official,Europe
prompt3_repetition3_medium,Ursula von der Leyen,values,Directive on combating violence against women and domestic violence EU adoption 2024 Council press release,Europe
prompt3_repetition3_medium,Ursula von der Leyen,values,European Commission Anti-Racism Action Plan 2020 press release von der Leyen launched,Europe
prompt3_repetition4_medium,Ursula von der Leyen,values,Ursula von der Leyen re-elected European Commission President 2024 European Parliament vote date,Europe
prompt3_repetition4_medium,Ursula von der Leyen,values,von der Leyen speech human rights values 'human rights' site:ec.europa.eu,Europe
prompt3_repetition4_medium,Ursula von der Leyen,values,EU Global Human Rights Sanctions Regime 2020 press release Council of the EU,Europe
prompt3_repetition4_medium,Ursula von der Leyen,values,EU AI Act fundamental rights impact assessment providers obligations 'fundamental rights' 2024 press release European Parliament,Europe
prompt3_repetition4_medium,Ursula von der Leyen,values,European Commission proposes to activate Temporary Protection Directive 2022 press release,Europe
prompt3_repetition4_medium,Ursula von der Leyen,values,LGBTIQ Equality Strategy 2020 European Commission von der Leyen statement 'LGBTIQ-free zone' Poland condemnation,Europe
prompt3_repetition4_medium,Ursula von der Leyen,values,Ursula von der Leyen State of the Union 2020 'LGBTQI-free zones are humanity-free zones' transcript European Commission,Europe
prompt3_repetition4_medium,Ursula von der Leyen,values,Corporate Sustainability Due Diligence Directive adopted 2024 Council press release human rights EU supply chains,Europe
prompt3_repetition4_medium,Ursula von der Leyen,values,European Commission withholds EU funds Hungary rule of law December 2022 2023 LGBT law Article 7,Europe
prompt3_repetition4_medium,Ursula von der Leyen,values,von der Leyen support ICC arrest warrants Putin war crimes statement 2023 site:ec.europa.eu OR site:europa.eu,Europe
prompt3_repetition4_medium,Ursula von der Leyen,values,Pact on Migration and Asylum adopted 2024 fundamental rights safeguards European Parliament press release,Europe
prompt3_repetition4_medium,Ursula von der Leyen,values,European Parliament adopts regulation banning products made with forced labour 2024 press release,Europe
prompt3_repetition4_medium,Ursula von der Leyen,values,EU Gender Equality Strategy 2020-2025 European Commission von der Leyen 'Union of Equality',Europe
prompt4_repetition0_medium,Giorgia Meloni,disregards,Amnesty International report Italy 2024 Giorgia Meloni human rights,Europe
prompt4_repetition0_medium,Giorgia Meloni,disregards,Council of Europe Commissioner for Human Rights Italy police violence protests 2024 letter,Europe
prompt4_repetition0_medium,Giorgia Meloni,disregards,Italy surrogacy abroad criminalization law 2024 Senate approves bill Meloni government,Europe
prompt4_repetition0_medium,Giorgia Meloni,disregards,Italy police violence student protests Pisa February 2024 baton charges condemnation Mattarella Council of Europe Commissioner,Europe
prompt4_repetition0_medium,Giorgia Meloni,disregards,Italy Albania migration deal court ruling unlawful detention October November 2024 Italy judges ruled unlawful detention Albania asylum processing,Europe
prompt4_repetition0_medium,Giorgia Meloni,disregards,Italy anti-rave decree 2022 human rights concerns Amnesty,Europe
prompt4_repetition0_medium,Giorgia Meloni,disregards,CPT report Italy 2024 immigration detention CPR report April 2024 visit published December 2024 Council of Europe CPT Italy,Europe
prompt4_repetition0_medium,Giorgia Meloni,disregards,Italy Court of Cassation 2024 conviction for refoulement to Libya Asso Ventotto captain conviction upheld February 2024,Europe
prompt4_repetition0_medium,Giorgia Meloni,disregards,Reporters Without Borders 2025 World Press Freedom Index Italy ranking 2025 RAI government influence Meloni,Europe
prompt4_repetition0_medium,Giorgia Meloni,disregards,OHCHR Italy distant port policy communication 2023 2024 UN Special Rapporteurs Italy Decree Law 1/2023,Europe
prompt4_repetition1_medium,Giorgia Meloni,disregards,Amnesty International Italy 2024 Meloni NGO rescue decree human rights,Europe
prompt4_repetition1_medium,Giorgia Meloni,disregards,Italy NGO rescue decree Meloni 2023 2024 Amnesty International report,Europe
prompt4_repetition1_medium,Giorgia Meloni,disregards,Pisa protest police batons 2024 Italy investigation President Mattarella criticism Reuters,Europe
prompt4_repetition1_medium,Giorgia Meloni,disregards,Italy Albania migration deal detention centers courts ruling 2025 Reuters,Europe
prompt4_repetition1_medium,Giorgia Meloni,disregards,European Commission 2024 Rule of Law Report Italy media independence SLAPP cases emergency decrees report 2024 Italy chapter,Europe
prompt4_repetition1_medium,Giorgia Meloni,disregards,OHCHR Italy Pisa protests 2024 concerns excessive use of force statement,Europe
prompt4_repetition1_medium,Giorgia Meloni,disregards,2024 Rule of Law Report Italy country chapter media independence SLAPP emergency decrees site:commission.europa.eu,Europe
prompt4_repetition1_medium,Giorgia Meloni,disregards,Italy pro-life groups counseling abortion clinics 2024 law Meloni HRW Amnesty reaction,Europe
prompt4_repetition1_medium,Giorgia Meloni,disregards,Italy Tunisia migration deal 2024 aid Meloni 105 million Reuters April 2025 HRW referenced,Europe
prompt4_repetition1_medium,Giorgia Meloni,disregards,RSF 2025 Italy country profile press freedom ranking 49 Italy 2025,Europe
prompt4_repetition1_medium,Giorgia Meloni,disregards,CPT report Italy 2024 detention return centres CPR Milan Gradisca Potenza Rome April 2024 visit published December 13 2024,Europe
prompt4_repetition1_medium,Giorgia Meloni,disregards,Italian court rules migrants sent to Albania detention unlawful October 2024 Reuters Crotone Bari court Albania centers illegitimate detention,Europe
prompt4_repetition2_medium,Giorgia Meloni,disregards,Italy NGO rescue law 2023 Law 15/2023 Meloni government Council of Europe Commissioner criticism,Europe
prompt4_repetition2_medium,Giorgia Meloni,disregards,Italy NGO rescue law 2023 Decree-Law 1/2023 Law 15/2023 criticism Council of Europe Commissioner statement 2023 Italy NGOs,Europe
prompt4_repetition2_medium,Giorgia Meloni,disregards,Italy same-sex parent birth certificate recognition Meloni government interior ministry circular 2023 stop registrations European Parliament resolution Italy 2023,Europe
prompt4_repetition2_medium,Giorgia Meloni,disregards,Italy universal surrogacy crime law approved 2024 Senate final approval date legge maternita surrogata reato universale approvata,Europe
prompt4_repetition2_medium,Giorgia Meloni,disregards,Italy anti-rave law decree 162/2022 human rights criticism Council of Europe Venice Commission opinion Italy 2023,Europe
prompt4_repetition2_medium,Giorgia Meloni,disregards,OSCE Representative on Freedom of the Media Italy wiretap publication law 2024 criticism Meloni government 'bavaglio' law wiretaps police leaks press freedom,Europe
prompt4_repetition2_medium,Giorgia Meloni,disregards,Italy police violence student protests 2024 President Mattarella rebuke to police batonings February 2024 Bologna Pisa,Europe
prompt4_repetition2_medium,Giorgia Meloni,disregards,ECRI report Italy 2024 racial profiling policing Council of Europe recommendations Italy 2024 ECRI Italy report,Europe
prompt4_repetition2_medium,Giorgia Meloni,disregards,European Court of Human Rights Italy 2024 migrants rights ruling Italy asylum detention NGO law 15/2023,Europe
prompt4_repetition2_medium,Giorgia Meloni,disregards,Italy 2023 migration state of emergency human rights concerns decree 2023 asylum law Cutro decree criticism UNHCR Council of Europe law decree 20/2023,Europe
prompt4_repetition2_medium,Giorgia Meloni,disregards,Venice Commission opinion Italy premierato reform 2024 2025 constitutional bill direct election of prime minister human rights concerns checks and balances,Europe
prompt4_repetition2_medium,Giorgia Meloni,disregards,Italy 2024 pro-life groups access to family planning counseling centers amendment PNRR Meloni abortion rights criticism Council of Europe Commissioner Dunja Mijatovic statement Italy abortion access conscientious objection 2024,Europe
prompt4_repetition3_medium,Giorgia Meloni,disregards,Italy NGO rescue decree Meloni 2023 fines ship seizure Amnesty International,Europe
prompt4_repetition3_medium,Giorgia Meloni,disregards,Italy NGO rescue decree 2023 fines ship seizure law decree 1/2023 Council of Europe Commissioner letter,Europe
prompt4_repetition3_medium,Giorgia Meloni,disregards,Italy Cutro decree 2023 Decreto-Legge 20/2023 special protection abolished Amnesty analysis,Europe
prompt4_repetition3_medium,Giorgia Meloni,disregards,Italy Libya memorandum of understanding 2017 renewed 2023 Meloni Human Rights Watch critique,Europe
prompt4_repetition3_medium,Giorgia Meloni,disregards,Italy stops registering children of same-sex parents 2023 directive prosecutors Milan Meloni government,Europe
prompt4_repetition3_medium,Giorgia Meloni,disregards,Italy wiretap publication law 2024 bavaglio Meloni press freedom law Reuters 2024 2025,Europe
prompt4_repetition4_medium,Giorgia Meloni,disregards,Council of Europe Commissioner for Human Rights Italy migration 2023 Meloni NGO rescue decree law 1/2023 report,Europe
prompt4_repetition4_medium,Giorgia Meloni,disregards,Italy Albania migration deal 2023 human rights concerns UNHCR Council of Europe Commissioner,Europe
prompt4_repetition4_medium,Giorgia Meloni,disregards,Italy Decree Law 1/2023 NGO search and rescue converted into law provisions fines detention distant ports law 15/2023 details,Europe
prompt4_repetition4_medium,Giorgia Meloni,disregards,UN Human Rights Libya migrants crimes against humanity detention coast guard EU Italy cooperation reports 2023 2024,Europe
prompt4_repetition4_medium,Giorgia Meloni,disregards,Italy same-sex parents birth certificates 2023 stop registering children municipality Milan directive interior ministry 2023 Meloni government human rights,Europe
prompt4_repetition4_medium,Giorgia Meloni,disregards,Italy police violence protests 2024 students Pisa Florence batons Meloni government Amnesty International statement excessive force freedom of assembly,Europe
prompt4_repetition4_medium,Giorgia Meloni,disregards,UN Human Rights Council Independent Fact-Finding Mission on Libya final report 2023 migrants crimes against humanity press release,Europe
prompt4_repetition4_medium,Giorgia Meloni,disregards,Italy RAI resignations censorship 2023 2024 government interference freedom of expression Reporters Without Borders Italy 2024 index Meloni government,Europe
prompt4_repetition4_medium,Giorgia Meloni,disregards,Cutro decree Italy Decreto-Legge 20/2023 migrant laws asylum detention NGO crackdown criticisms Amnesty International 'Cutro' shipwreck decree law Italy human rights,Europe
prompt4_repetition4_medium,Giorgia Meloni,disregards,EU Tunisia migration deal 2023 human rights abuses sub-Saharan migrants Sfax expulsions Algeria Italy Meloni von der Leyen criticized Amnesty,Europe
prompt5_repetition0_medium,Giorgia Meloni,values,Giorgia Meloni government law 2023 violence against women Italy new law,Europe
prompt5_repetition0_medium,Giorgia Meloni,values,Giorgia Meloni statement support for International Criminal Court Ukraine Rome Statute Italy supports ICC 2023 2024 Reuters,Europe
prompt5_repetition0_medium,Giorgia Meloni,values,Italy humanitarian corridors Ukraine refugees 2022 2023 Meloni government program statement humanitarian corridors Italy 'corridoi umanitari' 2024,Europe
prompt5_repetition1_medium,Giorgia Meloni,values,Italy 2023 law on gender-based violence Meloni government decree femicide Giulia Cecchettin law,Europe
prompt5_repetition1_medium,Giorgia Meloni,values,UN General Assembly ES-11/1 resolution Aggression against Ukraine voting record Italy UN digital library,Europe
prompt5_repetition1_medium,Giorgia Meloni,values,Italy national strategic plan on male violence against women 2023 2024 governo Meloni Piano nazionale violenza maschile contro le donne,Europe
prompt5_repetition1_medium,Giorgia Meloni,values,Italy establishes National Human Rights Institution 2023 legge Istituzione Autorità Garante nazionale per i diritti umani 2023 Parlamento,Europe
prompt5_repetition1_medium,Giorgia Meloni,values,Consiglio dei Ministri 8 marzo 2025 femminicidio reato autonomo comunicato stampa Palazzo Chigi,Europe
prompt5_repetition1_medium,Giorgia Meloni,values,Giorgia Meloni UN General Assembly 2023 speech transcript Italian government human rights migrants traffickers,Europe
prompt5_repetition1_medium,Giorgia Meloni,values,Human Rights Watch World Report 2024 Italy Meloni human rights migrants NGOs rescue decree,Europe
prompt5_repetition1_medium,Giorgia Meloni,values,Italy security agreement with Ukraine 2024 Meloni bilateral security agreement Reuters June 2024 Apulia G7,Europe
prompt5_repetition2_medium,Giorgia Meloni,values,Italy anti-femicide law 2023 Meloni government Reuters,Europe
prompt5_repetition2_medium,Giorgia Meloni,values,Italy National Action Plan on Business and Human Rights 2024 2028,Europe
prompt5_repetition2_medium,Giorgia Meloni,values,Giorgia Meloni speech United Nations 2023 transcript Palazzo Chigi human rights,Europe
prompt5_repetition2_medium,Giorgia Meloni,values,Italy re-elected to UN Human Rights Council 2023 2024 2026 esteri,Europe
prompt5_repetition2_medium,Giorgia Meloni,values,Piano nazionale anti tratta 2022 2025 Italia governo Meloni proroga,Europe
prompt5_repetition2_medium,Giorgia Meloni,values,Giorgia Meloni Human Rights Day 10 December message 2023 2024 Palazzo Chigi,Europe
prompt5_repetition2_medium,Giorgia Meloni,values,Italy National Human Rights Institution legge istitutiva 2023 2024 Autorità nazionale per i diritti umani,Europe
prompt5_repetition3_medium,Giorgia Meloni,values,Giorgia Meloni human rights speech UN 2023,Europe
prompt5_repetition3_medium,Giorgia Meloni,values,Italy National Human Rights Institution law 2024 Autorità garante diritti umani istituzione legge,Europe
prompt5_repetition3_medium,Giorgia Meloni,values,Italy femicide law life sentence 2025 approved parliament Meloni government legge femminicidio 2025 approvata,Europe
prompt5_repetition3_medium,Giorgia Meloni,values,Giorgia Meloni statement human rights Iran women life 2022 2023 Italy sanctions Iran women rights,Europe
prompt5_repetition3_medium,Giorgia Meloni,values,G7 Apulia Leaders Communiqué official Italy G7 2024 PDF,Europe
prompt5_repetition3_medium,Giorgia Meloni,values,Italy UN moratorium on death penalty 2024 resolution Italy lead EU Meloni government Tajani statement,Europe
prompt5_repetition3_medium,Giorgia Meloni,values,Piano strategico nazionale sulla violenza maschile contro le donne 2023-2025 Governo Meloni finanziamenti 2023 2024 Roccella,Europe
prompt5_repetition3_medium,Giorgia Meloni,values,Piano Strategico Nazionale 2025-2027 violenza maschile sulle donne Roccella 2025 approvato,Europe
prompt5_repetition3_medium,Giorgia Meloni,values,Dipartimento pari opportunità Piano strategico nazionale violenza donne 2025-2027 decreto 16 settembre 2025 Gazzetta Ufficiale,Europe
prompt5_repetition3_medium,Giorgia Meloni,values,Comunicato stampa Consiglio dei Ministri n. 98 nomina Garante nazionale dei diritti delle persone private della libertà personale Riccardo Turrini Vita,Europe
prompt5_repetition3_medium,Giorgia Meloni,values,Meloni Istanbul Convention Italy commitment 2023 2024 governo Meloni Convenzione di Istanbul dichiarazioni,Europe
prompt5_repetition4_medium,Giorgia Meloni,values,Italy anti-violence law 2023 Giorgia Meloni government femicide measures 'legge contro la violenza sulle donne' 2023,Europe
prompt5_repetition4_medium,Giorgia Meloni,values,Gazzetta Ufficiale legge 168 2023 violenza sulle donne misure di prevenzione e protezione 'legge 168/2023' 'contrasto alla violenza di genere',Europe
prompt5_repetition4_medium,Giorgia Meloni,values,Gazzetta Ufficiale n. 275 del 24 novembre 2023 legge 168 2023 contrasto violenza donne testo pdf,Europe
prompt5_repetition4_medium,Giorgia Meloni,values,Italia istituisce l'Istituzione Nazionale per i Diritti Umani 2023 legge 'Commissione nazionale per i diritti umani' NHRI Italia 2023 2024,Europe
prompt5_repetition4_medium,Giorgia Meloni,values,Commissione nazionale per i diritti umani legge 2023 Italia istituzione Commissione nazionale per la promozione e la protezione dei diritti umani legge 238/2021 operatività 2023 2024,Europe
prompt5_repetition4_medium,Giorgia Meloni,values,Italy National Action Plan on Business and Human Rights 2023 2024 adopted government Meloni 'Piano d'Azione Nazionale su Imprese e Diritti Umani' 2023-2024,Europe
prompt5_repetition4_medium,Giorgia Meloni,values,Piano nazionale antitratta 2022-2025 finanziamenti 2023 2024 governo meloni 'antitratta' 'decreto riparto' 2024,Europe
prompt6_repetition0_medium,Donald Tusk,disregards,Poland pushbacks Belarus border 2024 Tusk government Amnesty International report,Europe
prompt6_repetition0_medium,Donald Tusk,disregards,Reporters Without Borders Poland 2024 public media overhaul Tusk government human rights concerns,Europe
prompt6_repetition0_medium,Donald Tusk,disregards,Poland Constitutional Tribunal 2014 data retention metadata ruling police access Donald Tusk government,Europe
prompt6_repetition1_medium,Donald Tusk,disregards,Donald Tusk human rights record 2024 2025 prime minister Poland criticisms,Europe
prompt6_repetition1_medium,Donald Tusk,disregards,Donald Tusk European Convention on Human Rights comments 2025 October,Europe
prompt6_repetition1_medium,Donald Tusk,disregards,Tusk government takeover of public media TVP December 2023 human rights freedom of expression concerns 2024 reports,Europe
prompt6_repetition1_medium,Donald Tusk,disregards,Polish Sejm approves law suspending right to asylum February 2025 Reuters,Europe
prompt6_repetition1_medium,Donald Tusk,disregards,Tusk ECHR criticism October 2025 Notes From Poland TVN24 comments leaving Convention,Europe
prompt6_repetition1_medium,Donald Tusk,disregards,Poland abortion reform 2024 2025 Tusk government parliamentary votes July 2024 abortion bill PSL rejected Reuters,Europe
prompt6_repetition1_medium,Donald Tusk,disregards,TV Republika banned from government press conferences Tusk 2024 2025 Poland media freedom,Europe
prompt6_repetition1_medium,Donald Tusk,disregards,Ombudsman Marcin Wiącek intervention TV Republika press conference 2024 January 22 Polska Rzecznik Praw Obywatelskich TV Republika konferencja prasowa Sienkiewicz,Europe
prompt6_repetition2_medium,Donald Tusk,disregards,Donald Tusk human rights record Poland 2007 2014 Amnesty International,Europe
prompt6_repetition2_medium,Donald Tusk,disregards,OSCE Representative on Freedom of the Media statement Poland 2023 2024 public media reform TVP signal switched off Tusk government,Europe
prompt6_repetition2_medium,Donald Tusk,disregards,Poland pushbacks Belarus border 2024 2025 Amnesty International report Tusk government,Europe
prompt6_repetition2_medium,Donald Tusk,disregards,Poland public media overhaul December 2023 signal cut Reuters,Europe
prompt6_repetition2_medium,Donald Tusk,disregards,Poland protests 2024 police force Tusk government human rights concerns,Europe
prompt6_repetition2_medium,Donald Tusk,disregards,Amnesty International Poland 2024 2025 annual report human rights Tusk government,Europe
prompt6_repetition2_medium,Donald Tusk,disregards,Council of Europe Commissioner for Human Rights Poland border pushbacks 2024 Michael O'Flaherty statement Poland Belarus border,Europe
prompt6_repetition2_medium,Donald Tusk,disregards,TV Republika denied access press conferences Tusk government 2024 RSF statement,Europe
prompt6_repetition2_medium,Donald Tusk,disregards,Reporters Without Borders statement TV Republika access denied press conference Poland 2024,Europe
prompt6_repetition2_medium,Donald Tusk,disregards,UNHCR observations Poland draft law suspending right to asylum 2024 Poland Belarus border,Europe
prompt6_repetition2_medium,Donald Tusk,disregards,UNHCR observations Poland draft law suspension of asylum December 2024 site:unhcr.org,Europe
prompt6_repetition3_medium,Donald Tusk,disregards,European Court of Human Rights Al Nashiri v. Poland 2014 CIA black site judgment,Europe
prompt6_repetition3_medium,Donald Tusk,disregards,ECtHR Al Nashiri v. Poland 2014 HUDOC,Europe
prompt6_repetition3_medium,Donald Tusk,disregards,HUDOC Al Nashiri v. Poland application no. 28761/11 24 July 2014 HUDOC 001-146044,Europe
prompt6_repetition3_medium,Donald Tusk,disregards,European Commission unlocks Poland recovery funds 2024 rule of law measures Donald Tusk,Europe
prompt6_repetition3_medium,Donald Tusk,disregards,HUDOC 001-146044 Al Nashiri v. Poland HUDOC,Europe
prompt6_repetition3_medium,Donald Tusk,disregards,European Court of Human Rights press release 24 July 2014 Poland CIA secret detention press release ECHR 2014,Europe
prompt6_repetition4_medium,Donald Tusk,disregards,Donald Tusk human rights criticisms 2024 2025,Europe
prompt6_repetition4_medium,Donald Tusk,disregards,Amnesty International Poland 2024 2025 pushbacks Belarus border Tusk government report,Europe
prompt6_repetition4_medium,Donald Tusk,disregards,2023 2024 Poland public media liquidation OSCE Representative on Freedom of the Media statement Sienkiewicz,Europe
prompt6_repetition4_medium,Donald Tusk,disregards,Kamiński Wąsik arrest 2024 human rights concerns European Parliament resolution rule of law Poland 2024,Europe
prompt6_repetition4_medium,Donald Tusk,disregards,Poland farmers protest 2024 police response human rights concerns Poland Tusk,Europe
prompt7_repetition0_medium,Donald Tusk,values,Poland emergency contraception over the counter 15 years 2024 Tusk government morning-after pill law,Europe
prompt7_repetition0_medium,Donald Tusk,values,European Commission approves Poland payment request recovery and resilience facility super milestones rule of law March 2024 press release,Europe
prompt7_repetition0_medium,Donald Tusk,values,Poland joins European Public Prosecutor's Office 2024 Tusk government EPPO decision,Europe
prompt7_repetition0_medium,Donald Tusk,values,Karol Nawrocki elected President of Poland 2025,Europe
prompt7_repetition0_medium,Donald Tusk,values,Nawrocki veto civil partnership bill October 2025 Poland veto civil unions,Europe
prompt7_repetition0_medium,Donald Tusk,values,European Commission closes Article 7 procedure Poland press release 29 May 2024 site:ec.europa.eu,Europe
prompt7_repetition0_medium,Donald Tusk,values,Amnesty International Poland 2024 2025 human rights Donald Tusk government restoring rule of law media freedom statement,Europe
prompt7_repetition0_medium,Donald Tusk,values,Poland reinstates state funding for IVF 2024 Tusk government,Europe
prompt7_repetition0_medium,Donald Tusk,values,Polish parliament expands hate crime to include sexual orientation 2025 Reuters,Europe
prompt7_repetition0_medium,Donald Tusk,values,Adam Bodnar appointed Minister of Justice 2023 human rights advocate former Ombudsman selection Tusk government Reuters,Europe
prompt7_repetition0_medium,Donald Tusk,values,Poland Belarus border pushbacks 2024 2025 Tusk government Human Rights Watch,Europe
prompt7_repetition0_medium,Donald Tusk,values,Poland establishes commission to investigate child sexual abuse in the Church 2024 2025 Tusk government independent commission,Europe
prompt7_repetition1_medium,Donald Tusk,values,Donald Tusk human rights record evidence 2024 2025 Poland government reforms rule of law,Europe
prompt7_repetition1_medium,Donald Tusk,values,Amnesty International Poland pushbacks Belarus border 2024 Tusk government actions,Europe
prompt7_repetition1_medium,Donald Tusk,values,Poland Tusk government Pegasus inquiry commission 2024 human rights privacy,Europe
prompt7_repetition1_medium,Donald Tusk,values,Reuters Poland civil partnerships bill 2024 Donald Tusk publishes bill,Europe
prompt7_repetition2_medium,Donald Tusk,values,Donald Tusk human rights actions 2024 2025 Reuters,Europe
prompt7_repetition2_medium,Donald Tusk,values,European Commission unfreezes Poland cohesion funds 2024 press release rule of law Poland,Europe
prompt7_repetition2_medium,Donald Tusk,values,Poland civil partnerships bill 2024 Tusk government same-sex Reuters,Europe
prompt7_repetition2_medium,Donald Tusk,values,Poland morning-after pill over the counter 2024 Tusk government Reuters,Europe
prompt7_repetition2_medium,Donald Tusk,values,Poland civil partnerships bill 2025 government Donald Tusk introduces bill Reuters April 2025,Europe
prompt7_repetition2_medium,Donald Tusk,values,Reuters Poland publishes civil partnership bill boost for LGBT couples Reuters 2025,Europe
prompt7_repetition2_medium,Donald Tusk,values,Poland restores state funding for IVF 2024 Tusk government Reuters,Europe
prompt7_repetition2_medium,Donald Tusk,values,Poland joins European Public Prosecutor's Office 29 February 2024 press release European Commission Poland EPPO joining rule of law,Europe
prompt7_repetition2_medium,Donald Tusk,values,Reporters Without Borders World Press Freedom Index 2024 Poland rank improvement Donald Tusk government 2024,Europe
prompt7_repetition2_medium,Donald Tusk,values,RSF Poland 2024 World Press Freedom Index country profile Poland 2024 Reporters Without Borders,Europe
prompt7_repetition2_medium,Donald Tusk,values,European Commission closes Article 7 procedure Poland 29 May 2024 press release site:ec.europa.eu,Europe
prompt7_repetition3_medium,Donald Tusk,values,Donald Tusk human rights statements European Council values human rights,Europe
prompt7_repetition3_medium,Donald Tusk,values,Poland LGBT-free zones 2024 repeal Tusk government actions,Europe
prompt7_repetition3_medium,Donald Tusk,values,Poland Istanbul Convention Tusk government 2024 2025 withdraw withdrawal plan ratification,Europe
prompt7_repetition3_medium,Donald Tusk,values,Tusk government reforms public media TVP December 2023 media freedom OSCE reaction,Europe
prompt7_repetition3_medium,Donald Tusk,values,Poland restores public funding for IVF 2024 Tusk government law passed 2024,Europe
prompt7_repetition3_medium,Donald Tusk,values,Poland press freedom index 2025 ranking Reporters Without Borders Poland 2025 Tusk government improvement,Europe
prompt7_repetition3_medium,Donald Tusk,values,European Commission closes Article 7 procedure Poland press release 2024 Věra Jourová statement,Europe
prompt7_repetition3_medium,Donald Tusk,values,Poland Belarus border pushbacks 2024 2025 Tusk government Amnesty International report,Europe
prompt7_repetition3_medium,Donald Tusk,values,Poland joins European Public Prosecutor's Office 2024 Tusk government EPPO Poland join date,Europe
prompt7_repetition3_medium,Donald Tusk,values,Poland withdraw Ottawa Convention 2025 government statement landmines withdrawal Poland 2025 official,Europe
prompt7_repetition3_medium,Donald Tusk,values,European Commission press corner Article 7 procedure Poland 29 May 2024 press release site:ec.europa.eu,Europe
prompt7_repetition4_medium,Donald Tusk,values,Donald Tusk prime minister 2023 human rights actions Poland 2024 2025 Reuters,Europe
prompt7_repetition4_medium,Donald Tusk,values,European Commission ends Article 7 procedure Poland 2024 press release site:ec.europa.eu,Europe
prompt7_repetition4_medium,Donald Tusk,values,European Commission proposes to close Article 7 Poland 2024 press release site:ec.europa.eu site:ec.europa.eu/commission,Europe
prompt7_repetition4_medium,Donald Tusk,values,Poland government plenipotentiary for equal treatment 2024 Tusk,Europe
prompt7_repetition4_medium,Donald Tusk,values,Poland state media reform 2023 2024 Tusk public broadcaster TVP changes media freedom OSCE,Europe
prompt7_repetition4_medium,Donald Tusk,values,Adam Bodnar former Ombudsman for Human Rights Poland Minister of Justice 2023 biography RPO,Europe
prompt7_repetition4_medium,Donald Tusk,values,Donald Tusk supports civil partnerships LGBT rights Poland 2024 statement,Europe
prompt7_repetition4_medium,Donald Tusk,values,Poland morning-after pill over the counter 2024 Tusk government age 15 law Reuters,Europe
prompt7_repetition4_medium,Donald Tusk,values,Poland separation of Minister of Justice and Prosecutor General bill 2024 draft law Bodnar Reuters,Europe
prompt7_repetition4_medium,Donald Tusk,values,European Commission unlocks Poland Recovery and Resilience Facility funds February 2024 press release,Europe
prompt7_repetition4_medium,Donald Tusk,values,Poland Pegasus inquiry Tusk 2024 parliamentary commission human rights surveillance Reuters,Europe
prompt7_repetition4_medium,Donald Tusk,values,Polish president rejects civil partnerships bill October 2025 news Reuters AP Euronews,Europe
prompt8_repetition1_medium,Pedro Sanchez,disregards,Pedro Sánchez human rights Melilla 2022 Amnesty International report Spanish government response,Europe
prompt8_repetition1_medium,Pedro Sanchez,disregards,Tribunal Superior de Justicia Andalucía Ceuta devolución menores 2021 ilegal sentencia,Europe
prompt8_repetition1_medium,Pedro Sanchez,disregards,Tribunal Supremo confirma ilegal devolucion menores Ceuta 2021 Coordinadora de Barrios sentencia 2024,Europe
prompt8_repetition1_medium,Pedro Sanchez,disregards,STC 172/2020 devoluciones en caliente Tribuna Constitucional sentencia Ley Mordaza disposición desetima rechazo en frontera Ceuta Melilla,Europe
prompt8_repetition1_medium,Pedro Sanchez,disregards,Fiscalía archiva causa Melilla 24 junio 2022 no indicios delito Guardia Civil,Europe
prompt8_repetition1_medium,Pedro Sanchez,disregards,Spain resumes arms sale Saudi Arabia 2018 bombs Margarita Robles Pedro Sanchez criticized human rights Yemen,Europe
prompt8_repetition2_medium,Pedro Sanchez,disregards,Amnesty International Report 2024 Spain human rights,Europe
prompt8_repetition2_medium,Pedro Sanchez,disregards,Human Rights Watch World Report 2025 Spain,Europe
prompt8_repetition2_medium,Pedro Sanchez,disregards,Council of Europe Commissioner for Human Rights Melilla Spain 2022 statement accountability,Europe
prompt8_repetition2_medium,Pedro Sanchez,disregards,European Parliament PEGA committee Spain Pegasus report 2023 recommendations Spain investigation independent,Europe
prompt8_repetition2_medium,Pedro Sanchez,disregards,Defensor del Pueblo informe Melilla 2022 470 devoluciones en frontera 470 rechazos en frontera informe 2022 2023,Europe
prompt8_repetition2_medium,Pedro Sanchez,disregards,Spain gag law reform 2024 failed Congress Ley de Seguridad Ciudadana reforma 2024 no aprobada,Europe
prompt8_repetition2_medium,Pedro Sanchez,disregards,Reporters Without Borders 2025 World Press Freedom Index Spain ranking 2025,Europe
prompt8_repetition2_medium,Pedro Sanchez,disregards,UN experts Melilla 2022 Spain Morocco statement independent experts June 2023 urge investigation,Europe
prompt8_repetition3_medium,Pedro Sanchez,disregards,Amnesty International Spain 2023 2024 report human rights Spain Pedro Sánchez government,Europe
prompt8_repetition3_medium,Pedro Sanchez,disregards,Defensor del Pueblo informe Melilla 24 de junio 2022 devoluciones en caliente conclusiones 2023 2024 PDF,Europe
prompt8_repetition3_medium,Pedro Sanchez,disregards,Defensor del Pueblo investigación tragedia en Melilla 24 de junio de 2022 resolución 2023 informe PDF,Europe
prompt8_repetition3_medium,Pedro Sanchez,disregards,Reporters Without Borders 2025 World Press Freedom Index Spain rank 2025 RSF,Europe
